stock_code,total_units,total_revenue,active_months,avg_monthly_units,std_monthly_units,avg_unit_price,total_orders,description,demand_cv,sku_class,recommended_action
23536,626,3442.1299999999997,3,208.66666666666666,217.16890507928002,7.105187275049343,85,VILLAGE SHOW WALL ART,1.0407455514981472,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23537,111,581.13,3,37.0,31.32091952673165,6.135855072463767,34,I LOVE LONDON WALL ART,0.8465113385603149,Regular,Maintain standard replenishment review
23538,331,1329.54,3,110.33333333333333,168.88260222217485,6.484166666666667,32,WALL ART VINTAGE HEART,1.5306580261828537,Regular,Maintain standard replenishment review
23539,247,1227.95,3,82.33333333333333,106.35945342720287,7.026590909090909,41,WALL ART LOVES' SECRET,1.2918152238121807,Regular,Maintain standard replenishment review
23540,150,947.0600000000001,3,50.0,78.88599368709251,6.846666666666667,14,WALL ART THE MAGIC FOREST,1.57771987374185,Regular,Maintain standard replenishment review
23541,872,6823.91,3,290.6666666666667,272.1880477415078,11.638288906108741,152,WALL ART CLASSIC PUDDINGS,0.9364267697528936,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23542,506,3800.1600000000003,3,168.66666666666666,37.872593432894625,10.392132553606238,89,70'S ALPHABET WALL ART,0.22454106778396024,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23543,1236,7010.76,3,412.0,286.4140359689099,7.804406805179163,103,KEEP CALM WALL ART,0.6951796989536648,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23544,164,1015.78,3,54.666666666666664,79.19806394940052,7.335333333333334,20,WALL ART MID CENTURY MODERN,1.4487450722451316,Regular,Maintain standard replenishment review
23545,2480,1025.6,6,413.3333333333333,172.09493504071136,0.4186666666666667,84,WRAP RED DOILEY,0.4163587138081727,High-Turnover Stable,Keep stable local warehouse inventory
23546,3250,1365.0,6,541.6666666666666,226.20050103098063,0.42,120,WRAP PAISLEY PARK,0.41760092498027196,High-Turnover Stable,Keep stable local warehouse inventory
23547,1575,661.5,6,262.5,132.99436078270386,0.42,62,WRAP FLOWER SHOP,0.50664518393411,Regular,Maintain standard replenishment review
23548,1075,451.5,6,179.16666666666666,101.7554257357644,0.42,43,WRAP MAGIC FOREST,0.5679372599205456,Regular,Maintain standard replenishment review
23549,1305,548.1,6,217.5,111.52354011597731,0.42,52,WRAP BIRD GARDEN,0.512751908579206,Regular,Maintain standard replenishment review
23550,1855,763.1,6,309.1666666666667,171.6221625159952,0.41904761904761906,64,WRAP ALPHABET POSTER,0.5551121159547014,High-Turnover Stable,Keep stable local warehouse inventory
23551,1840,839.84,4,460.0,268.7439921809106,0.5418496206174778,136,PACK OF 12 PAISLEY PARK TISSUES,0.5842260699585013,Regular,Maintain standard replenishment review
23552,1863,3881.91,2,931.5,436.2848839920998,2.2501751241036954,116,BICYCLE PUNCTURE REPAIR KIT,0.46836809875695096,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23553,568,6444.65,3,189.33333333333334,143.50725881757108,13.63612433862434,68,LANDMARK FRAME CAMDEN TOWN,0.757960874036467,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23554,422,4805.530000000001,3,140.66666666666666,204.35589869962976,13.77963122605364,57,LANDMARK FRAME OXFORD STREET,1.4527670523670364,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23555,421,4780.570000000001,3,140.33333333333334,202.81107793543558,13.47275641025641,50,LANDMARK FRAME NOTTING HILL,1.4452095814876644,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23556,436,4937.01,3,145.33333333333334,203.85615843857485,13.103303140096621,53,LANDMARK FRAME COVENT GARDEN,1.402679989256249,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23557,350,3930.27,3,116.66666666666667,178.89195994603372,14.07199252136752,32,LANDMARK FRAME BAKER STREET,1.533359656680289,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23558,415,4703.87,3,138.33333333333334,197.7734394031042,13.464696969696972,52,LANDMARK FRAME LONDON BRIDGE,1.4296875137573797,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23559,649,1482.41,4,162.25,72.04338970370563,2.8822984273818117,124,WOODLAND BUNNIES LOLLY MAKERS,0.4440270551846264,Regular,Maintain standard replenishment review
23560,172,499.17999999999995,2,86.0,52.32590180780452,3.491818181818182,26,SET OF 6 RIBBONS COUNTRY STYLE,0.6084407186954014,Regular,Maintain standard replenishment review
23561,170,475.99999999999994,2,85.0,48.08326112068523,3.235833333333334,16,SET OF 6 RIBBONS PARTY,0.565685424949238,Regular,Maintain standard replenishment review
23562,251,724.59,2,125.5,130.8147545195113,3.1641935483870967,43,SET OF 6 RIBBONS PERFECTLY PRETTY,1.0423486415897314,Regular,Maintain standard replenishment review
23564,644,841.31,3,214.66666666666666,182.0585986250947,1.8590501792114695,76,EGG CUP MILKMAID INGRID,0.8480990619181431,Regular,Maintain standard replenishment review
23565,410,586.31,3,136.66666666666666,89.76822006330154,1.9204324045407635,63,EGG CUP MILKMAID HELGA,0.6568406346095235,Regular,Maintain standard replenishment review
23566,881,1156.93,3,293.6666666666667,104.42381592976449,1.8426467331118495,83,EGG CUP MILKMAID HEIDI,0.3555862063442604,Regular,Maintain standard replenishment review
23567,211,291.58000000000004,3,70.33333333333333,57.29165151514951,1.8462318840579706,37,EGG CUP HENRIETTA HEN PINK,0.8145732442912254,Regular,Maintain standard replenishment review
23568,630,787.52,3,210.0,53.075418038862395,1.8287301587301588,48,EGG CUP HENRIETTA HEN CREAM,0.2527400858993447,Regular,Maintain standard replenishment review
23569,954,4717.660000000001,3,318.0,215.36248512682053,5.25284405617739,192,TRADTIONAL ALPHABET STAMP SET,0.6772405192667312,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23570,2772,4931.870000000001,3,924.0,983.3961561852883,1.4067590771773826,276,TRADITIONAL PICK UP STICKS GAME,1.0642815543130826,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23571,2841,6406.91,3,947.0,1127.8248977567396,1.8848999309868875,257,TRADITIONAL NAUGHTS & CROSSES,1.1909449817916997,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23574,14,105.0,6,2.3333333333333335,2.0655911179772892,7.5,14,PACKING CHARGE,0.885253336275981,Long-Tail,Limit stock and avoid excessive local warehouse space
23575,179,367.35,2,89.5,85.55992052357225,2.4575111111111108,32,SNACK TRAY PAISLEY PARK,0.9559767656265056,Regular,Maintain standard replenishment review
23576,198,400.03999999999996,2,99.0,83.43860018001261,2.2356666666666665,37,SNACK TRAY RED VINTAGE DOILY,0.8428141432324506,Regular,Maintain standard replenishment review
23578,60,125.72,2,30.0,15.556349186104045,2.410222222222222,14,SNACK TRAY RED GINGHAM,0.5185449728701348,Long-Tail,Limit stock and avoid excessive local warehouse space
23579,169,358.75,3,56.333333333333336,71.23435500749153,2.379814814814815,35,SNACK TRAY I LOVE LONDON,1.2645151776477785,Regular,Maintain standard replenishment review
23580,116,234.92,2,58.0,22.627416997969522,2.2043333333333335,25,SNACK TRAY HAPPY FOREST,0.3901278792753366,Regular,Maintain standard replenishment review
23581,5020,11581.83,3,1673.3333333333333,1309.0937068572796,2.2212631626724764,338,JUMBO BAG PAISLEY PARK,0.7823269164485734,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23582,4802,10206.41,3,1600.6666666666667,864.8712813669634,2.1675414862914866,259,VINTAGE DOILY JUMBO BAG RED,0.5403194177636172,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23583,3385,5497.33,3,1128.3333333333333,1038.9303794448083,1.8104403091720753,325,LUNCH BAG PAISLEY PARK,0.9207654766128287,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
23597,249,679.07,2,124.5,20.506096654409877,3.0765217391304347,31,PAPER BUNTING PAISLEY PARK,0.16470760364987852,Regular,Maintain standard replenishment review
23598,427,1215.5300000000002,2,213.5,4.949747468305833,3.11952380952381,47,PAPER BUNTING VINTAGE PARTY,0.023183828891362213,Regular,Maintain standard replenishment review
23601,8,19.92,2,4.0,4.242640687119285,2.49,4,SET 10 CARDS SNOWY SNOWDROPS  17100,1.0606601717798212,Long-Tail,Limit stock and avoid excessive local warehouse space
23602,1,2.91,1,1.0,0.0,2.91,1,SET 10 CARDS 3 WISE MEN 17107,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23603,20,49.8,3,6.666666666666667,3.5118845842842465,2.49,14,SET 10 CARD KRAFT REINDEER 17084,0.5267826876426369,Long-Tail,Limit stock and avoid excessive local warehouse space
23604,4,6.64,1,4.0,0.0,1.66,2,SET 10 MINI SANTA & SNOWMAN  17087,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23605,4,11.64,1,4.0,0.0,2.91,1,SET 10 CARDS 12 DAYS OF XMAS 17059,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23607,8,13.28,3,2.6666666666666665,1.5275252316519468,1.66,7,SET 10 CARDS HATS & STOCKINGS 17081,0.5728219618694801,Long-Tail,Limit stock and avoid excessive local warehouse space
23608,4,11.64,2,2.0,1.4142135623730951,2.91,3,SET 10 CARDS RUDOLPHS NOSE 17097,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
23609,1,2.91,1,1.0,0.0,2.91,1,SET 10 CARDS SNOWY ROBIN 17099,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23610,3,6.24,2,1.5,0.7071067811865476,2.08,3,SET 10 CARDS CHRISTMAS ROBIN 17095,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
23611,40,99.6,4,10.0,7.788880963698615,2.49,16,SET 10 CARDS RED RIDING HOOD 17214,0.7788880963698614,Long-Tail,Limit stock and avoid excessive local warehouse space
23612,5,8.299999999999999,2,2.5,2.1213203435596424,1.66,2,SET 10 MINICARDS CUTE SNOWMAN 17071,0.8485281374238569,Long-Tail,Limit stock and avoid excessive local warehouse space
23613,11,27.39,2,5.5,3.5355339059327378,2.49,6,SET 10 XMAS CARDS & BADGES 17070,0.6428243465332251,Long-Tail,Limit stock and avoid excessive local warehouse space
23614,26,86.58,4,6.5,5.066228051190222,3.33,11,SET 10 CARDS 12 DAYS WRAP  17058,0.779419700183111,Long-Tail,Limit stock and avoid excessive local warehouse space
23615,4,9.96,3,1.3333333333333333,0.5773502691896257,2.49,4,SET 10 CARDS PRINTED GRAPHIC 17219,0.4330127018922193,Long-Tail,Limit stock and avoid excessive local warehouse space
23616,8,19.92,2,4.0,1.4142135623730951,2.49,7,SET 10 CARDS JINGLE BELLS 17217,0.3535533905932738,Long-Tail,Limit stock and avoid excessive local warehouse space
23617,2,5.82,1,2.0,0.0,2.91,1,SET 10 CARDS SWIRLY XMAS TREE 17104,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23619,4,9.96,2,2.0,1.4142135623730951,2.49,2,SET 10 CARDS POINSETTIA 17093,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
23620,10,24.9,3,3.3333333333333335,2.3094010767585034,2.49,7,SET 10 CARDS PERFECT POST 17090,0.692820323027551,Long-Tail,Limit stock and avoid excessive local warehouse space
23621,6,14.940000000000001,2,3.0,1.4142135623730951,2.49,4,SET 10 CARDS DAVID'S MADONNA 17074,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
23623,8,23.28,3,2.6666666666666665,1.1547005383792517,2.91,6,SET 10 CARD CHRISTMAS WELCOME 17112,0.4330127018922194,Long-Tail,Limit stock and avoid excessive local warehouse space
23624,4,9.96,3,1.3333333333333333,0.5773502691896258,2.49,4,SET 10 CARD PERFECT NATIVITY 17089,0.4330127018922194,Long-Tail,Limit stock and avoid excessive local warehouse space
23625,9,44.910000000000004,4,2.25,1.8929694486000912,4.99,4,SET 6 CARDS SPARKLY REINDEER 17262,0.8413197549333739,Long-Tail,Limit stock and avoid excessive local warehouse space
23626,43,107.07000000000001,3,14.333333333333334,13.650396819628847,2.49,16,SET 10 CARDS DINKY TREE 17076,0.9523532664857335,Long-Tail,Limit stock and avoid excessive local warehouse space
23627,7,17.43,1,7.0,0.0,2.49,2,SET 10 CARDS XMAS GRAPHIC  17218,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23628,1,2.91,1,1.0,0.0,2.91,1,SET 10 CARDS TRIANGLE ICONS  17220,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23629,24,59.760000000000005,3,8.0,3.605551275463989,2.49,10,SET 10 CARDS DRESSING UP 17077,0.45069390943299864,Long-Tail,Limit stock and avoid excessive local warehouse space
23630,2,5.48,2,1.0,0.0,2.74,2,SET 10 CARDS HANGING BAUBLES 17080,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23632,15,31.200000000000003,3,5.0,5.291502622129181,2.08,10,SET 10 CARDS CHEERFUL ROBIN 17065,1.0583005244258363,Long-Tail,Limit stock and avoid excessive local warehouse space
23633,3,7.470000000000001,2,1.5,0.7071067811865476,2.49,3,SET 10 CARDS WORLD CHILDREN 17067,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
23634,5,14.55,4,1.25,0.5,2.91,5,SET 10 CARDS XMAS CHOIR 17068,0.4,Long-Tail,Limit stock and avoid excessive local warehouse space
23635,3,12.48,3,1.0,0.0,4.16,3,SET 10 CARDS CHRISTMAS HOLLY  17259,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23636,9,26.19,3,3.0,2.6457513110645907,2.91,7,SET 10 CARDS WISHING TREE 17116,0.8819171036881969,Long-Tail,Limit stock and avoid excessive local warehouse space
23637,11,27.39,4,2.75,1.5,2.49,9,SET 10 CARDS OUT OF ORDER 17216,0.5454545454545454,Long-Tail,Limit stock and avoid excessive local warehouse space
23638,2,5.82,2,1.0,0.0,2.91,2,SET 10 CARDS ROBIN WATERPUMP  17096,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23639,4,13.32,3,1.3333333333333333,0.5773502691896258,3.33,4,SET 10 CARDS MAGICAL TREE 17086,0.4330127018922194,Long-Tail,Limit stock and avoid excessive local warehouse space
23640,9,22.41,3,3.0,1.7320508075688772,2.49,8,SET 10 CARDS SCOTTIE DOG 17211,0.5773502691896257,Long-Tail,Limit stock and avoid excessive local warehouse space
23643,1,3.33,1,1.0,0.0,3.33,1,SET 10 CARDS CHRISTMAS BAUBLE 16954,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23644,5,16.65,4,1.25,0.5,3.33,5,SET 10 CARDS CHRISTMAS TREE 16955,0.4,Long-Tail,Limit stock and avoid excessive local warehouse space
23645,9,22.41,3,3.0,2.6457513110645907,2.49,4,SET 10 CHRISTMAS CARDS HOHOHO 16956,0.8819171036881969,Long-Tail,Limit stock and avoid excessive local warehouse space
23646,8,19.92,3,2.6666666666666665,2.8867513459481287,2.49,5,SET 10 CARDS JINGLE BELLS 16957,1.0825317547305484,Long-Tail,Limit stock and avoid excessive local warehouse space
23649,2,4.98,1,2.0,0.0,2.49,2,SET 10 CARDS DECK THE HALLS 16960,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23650,4,9.96,3,1.3333333333333333,0.5773502691896257,2.49,4,SET 10 CARDS FILIGREE BAUBLE 16961,0.4330127018922193,Long-Tail,Limit stock and avoid excessive local warehouse space
23652,2,5.82,1,2.0,0.0,2.91,1,SET 10 CARD CHRISTMAS STAMPS 16963,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23654,5,12.450000000000001,3,1.6666666666666667,0.5773502691896257,2.49,4,SET 10 CARD SNOWMAN 16965,0.3464101615137754,Long-Tail,Limit stock and avoid excessive local warehouse space
23660,306,534.66,3,102.0,83.04817878797824,2.3380331262939955,42,HENRIETTA HEN MUG,0.8141978312546887,Regular,Maintain standard replenishment review
23661,219,393.5899999999999,3,73.0,52.306787322488084,2.4093986928104574,33,MILK MAIDS MUG,0.7165313331847682,Regular,Maintain standard replenishment review
23664,1,1.65,1,1.0,0.0,1.65,1,FLOWER SHOP DESIGN MUG,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23681,1576,2525.04,2,788.0,683.0651506262049,1.8944296296296295,132,LUNCH BAG RED VINTAGE DOILY,0.8668339474951838,Regular,Maintain standard replenishment review
23691,1175,481.5,2,587.5,406.5863991822648,0.41884615384615387,38,KEEP CALM BIRTHDAY WRAP,0.6920619560549188,Regular,Maintain standard replenishment review
23692,50,21.0,1,50.0,0.0,0.42,2,WRAP A PRETTY THANK YOU,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
23694,376,165.07999999999998,2,188.0,121.62236636408618,0.5791954022988506,41,PAISLEY PARK CARD,0.6469274806600328,Regular,Maintain standard replenishment review
23695,741,313.24,2,370.5,176.06958851545033,0.49978676470588235,57,DOILY THANK YOU CARD,0.4752215614452101,Regular,Maintain standard replenishment review
23697,456,194.57999999999998,2,228.0,183.84776310850236,0.5150384615384616,35,A PRETTY THANK YOU CARD,0.8063498381951858,Regular,Maintain standard replenishment review
23702,4,27.0,2,2.0,1.4142135623730951,7.125,3,HIGH RESOLUTION IMAGE,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
23843,80995,168469.6,1,80995.0,0.0,2.08,1,"PAPER CRAFT , LITTLE BIRDIE",0.0,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
35001G,198,677.34,11,18.0,15.987495113369073,3.8518636363636363,30,HAND OPEN SHAPE GOLD,0.8881941729649485,Regular,Maintain standard replenishment review
35001W,92,270.02000000000004,1,92.0,0.0,3.0840000000000005,5,HAND OPEN SHAPE DECO.WHITE,0.0,Regular,Maintain standard replenishment review
35004B,577,2934.81,13,44.38461538461539,38.55848039350631,6.062855921855922,111,SET OF 3 BLACK FLYING DUCKS,0.8687352601656534,Regular,Maintain standard replenishment review
35004C,394,1888.1,4,98.5,142.62421486783606,5.3201754385964914,39,SET OF 3 COLOURED  FLYING DUCKS,1.447961572262295,Regular,Maintain standard replenishment review
35004G,127,454.65,11,11.545454545454545,15.068932519350108,5.621212121212121,21,SET OF 3 GOLD FLYING DUCKS,1.3051831315972535,Regular,Maintain standard replenishment review
35004P,1,5.45,1,1.0,0.0,5.45,1,SET OF 3 PINK FLYING DUCKS,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35095A,925,388.57,13,71.15384615384616,104.54014073857479,0.6911986013986013,100,BLUE VICTORIAN FABRIC OVAL BOX,1.4692127887583484,Regular,Maintain standard replenishment review
35095B,862,352.25,13,66.3076923076923,102.79460476713149,0.6523825618825618,98,RED VICTORIAN FABRIC OVAL BOX,1.5502666612212406,Regular,Maintain standard replenishment review
35241,103,530.49,6,17.166666666666668,13.556056457047774,5.779166019166019,44,ENAMEL BLUE RIM BISCUIT BIN,0.7896731916726858,Regular,Maintain standard replenishment review
35265,17,52.2,7,2.4285714285714284,1.5118578920369088,2.5285714285714285,12,COLOURFUL FLOWER FRUIT BOWL,0.6225297202504919,Long-Tail,Limit stock and avoid excessive local warehouse space
35271S,19,3.61,1,19.0,0.0,0.19,2,GOLD PRINT PAPER BAG,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35400,10,89.5,3,3.3333333333333335,2.0816659994661326,8.95,5,WOODEN BOX ADVENT CALENDAR,0.6244997998398397,Long-Tail,Limit stock and avoid excessive local warehouse space
35443,8,6.8,6,1.3333333333333333,0.816496580927726,0.85,6,RASTA IN BATH W SPLIFF ASHTRAY,0.6123724356957946,Long-Tail,Limit stock and avoid excessive local warehouse space
35471D,1848,979.11,13,142.15384615384616,196.86071478494895,1.3013152996120059,223,SET OF 3 BIRD LIGHT PINK FEATHER,1.3848426905867621,Regular,Maintain standard replenishment review
35591T,5,6.25,3,1.6666666666666667,1.1547005383792517,1.25,4,TURQUOISE CHRISTMAS TREE,0.692820323027551,Long-Tail,Limit stock and avoid excessive local warehouse space
35597A,1,1.25,1,1.0,0.0,1.25,1,DUSTY PINK CHRISTMAS TREE 30CM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35597B,1,1.25,1,1.0,0.0,1.25,1,BLACKCHRISTMAS TREE 30CM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35597D,46,17.479999999999997,2,23.0,1.4142135623730951,0.38,2,PINK/WHITE CHRISTMAS TREE 30CM,0.06148754619013457,Long-Tail,Limit stock and avoid excessive local warehouse space
35598A,9,26.550000000000004,1,9.0,0.0,2.95,2,DUSTY PINK CHRISTMAS TREE 60CM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35598B,558,460.64,6,93.0,118.5833040524677,2.1911111111111112,25,BLACK CHRISTMAS TREE 60CM,1.2750892908867495,Regular,Maintain standard replenishment review
35598C,2,5.9,1,2.0,0.0,2.95,2,WHITE CHRISTMAS TREE 60CM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35598D,684,493.01,11,62.18181818181818,93.84648973916732,1.4673484848484848,42,PINK/WHITE CHRISTMAS TREE 60CM,1.5092271741678955,Regular,Maintain standard replenishment review
35599B,217,551.13,6,36.166666666666664,31.625411723275107,4.124333333333333,27,BLACK CHRISTMAS TREE 120CM,0.8744353471873302,Regular,Maintain standard replenishment review
35599D,201,553.07,9,22.333333333333332,24.79919353527449,3.98,34,PINK AND WHITE CHRISTMAS TREE 120CM,1.1104116508331863,Regular,Maintain standard replenishment review
35607A,26,7.82,2,13.0,15.556349186104045,0.9099999999999999,2,PINK FLUFFY CHRISTMAS DECORATION,1.1966422450849266,Long-Tail,Limit stock and avoid excessive local warehouse space
35607B,96,18.24,5,19.2,19.588261791185044,0.19,7,BLACK FEATHER CHRISTMAS DECORATION,1.0202219682908877,Regular,Maintain standard replenishment review
35609A,1,2.51,1,1.0,0.0,2.51,1,PINK FEATHER CHRISTMAS DECORATION,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35610A,10,15.02,1,10.0,0.0,2.09,3,PINK CHRISTMAS FLOCK DROPLET,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35610B,24,30.0,1,24.0,0.0,1.25,1,BLACK CHRISTMAS FLOCK DROPLET,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35610C,25,32.51,1,25.0,0.0,1.88,2,WHITE CHRISTMAS FLOCK DROPLET,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35637A,170,440.62,9,18.88888888888889,28.811648878728047,6.6365185185185185,28,IVORY STRING CURTAIN WITH POLE,1.525322587697367,Regular,Maintain standard replenishment review
35637C,30,100.85999999999999,6,5.0,6.164414002968976,8.343333333333332,9,PINK STRING CURTAIN WITH POLE,1.2328828005937953,Long-Tail,Limit stock and avoid excessive local warehouse space
35638A,38,82.1,5,7.6,14.205632685663812,3.55,5,PINK AND BLACK STRING CURTAIN,1.8691621954820805,Long-Tail,Limit stock and avoid excessive local warehouse space
35638B,57,128.32999999999998,4,14.25,22.67708094089713,4.0975,5,PINK/BLUE STRING CURTAIN,1.5913741011155882,Long-Tail,Limit stock and avoid excessive local warehouse space
35645,4,17.0,2,2.0,1.4142135623730951,4.25,3,VINTAGE BEAD PINK JEWEL BOX,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
35646,619,937.25,12,51.583333333333336,41.02207461916823,2.0395186507936507,94,VINTAGE BEAD PINK EVENING BAG,0.7952583124879139,Regular,Maintain standard replenishment review
35647,13,16.25,2,6.5,7.7781745930520225,1.25,2,VINTAGE BEAD PINK SHADE,1.1966422450849266,Long-Tail,Limit stock and avoid excessive local warehouse space
35648,979,1066.66,11,89.0,49.4064773081425,1.5956750298449902,128,VINTAGE BEAD PINK PURSE,0.555128958518455,Regular,Maintain standard replenishment review
35649,57,156.85,8,7.125,3.758324094593227,2.7895,35,VINTAGE BEAD COSMETIC BAG,0.527484083451681,Long-Tail,Limit stock and avoid excessive local warehouse space
35650,1,4.95,1,1.0,0.0,4.95,1,VINTAGE BEAD PINK JEWEL STAND,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35651,451,985.8399999999999,9,50.111111111111114,41.080544192002996,2.4071031746031744,58,VINTAGE BEAD PINK SCARF,0.8197891302173547,Regular,Maintain standard replenishment review
35653,150,433.19,8,18.75,22.486503888840904,3.473307291666667,52,VINTAGE BEAD NOTEBOOK,1.1992802074048483,Regular,Maintain standard replenishment review
35809A,420,488.06,7,60.0,54.549671554159396,2.1674660894660893,62,ENAMEL PINK TEA CONTAINER,0.9091611925693233,Regular,Maintain standard replenishment review
35809B,8,9.18,1,8.0,0.0,1.6766666666666667,3,ENAMEL BLUE RIM TEA CONTAINER,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35809a,9,37.33,6,1.5,0.5477225575051661,4.1433333333333335,9,ENAMEL PINK TEA CONTAINER,0.3651483716701107,Long-Tail,Limit stock and avoid excessive local warehouse space
35810A,633,640.09,11,57.54545454545455,44.79143586973661,1.8541818181818182,75,ENAMEL PINK COFFEE CONTAINER,0.7783661841502413,Regular,Maintain standard replenishment review
35810B,152,174.09,8,19.0,19.813415368669496,1.5198869047619048,26,ENAMEL BLUE RIM COFFEE CONTAINER,1.0428113351931314,Regular,Maintain standard replenishment review
35815P,162,63.28,3,54.0,56.24055476255546,0.9533333333333335,5,"ACRYLIC JEWEL SNOWFLAKE, PINK",1.041491754862138,Regular,Maintain standard replenishment review
35816P,78,29.64,1,78.0,0.0,0.38,2,"ACRYLIC JEWEL ANGEL,PINK",0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35817P,18,19.86,2,9.0,4.242640687119285,1.4649999999999999,2,"ACRYLIC JEWEL SNOWFLAKE,PINK",0.4714045207910316,Long-Tail,Limit stock and avoid excessive local warehouse space
35818B,31,11.78,3,10.333333333333334,12.096831541082702,0.38000000000000006,3,"ACRYLIC JEWEL ICICLE, BLUE",1.1706611168789711,Long-Tail,Limit stock and avoid excessive local warehouse space
35818P,263,105.83,7,37.57142857142857,46.25241306446307,1.2214285714285715,19,"ACRYLIC JEWEL ICICLE, PINK",1.2310528192062415,Regular,Maintain standard replenishment review
35819B,268,106.05000000000001,6,44.666666666666664,46.16780985347547,1.0816666666666668,24,"ACRYLIC HANGING JEWEL,BLUE",1.0336076832867642,Regular,Maintain standard replenishment review
35819P,95,66.55000000000001,3,31.666666666666668,16.258331197676263,0.6699999999999999,7,"ACRYLIC HANGING JEWEL,PINK",0.5134209851897767,Regular,Maintain standard replenishment review
35833G,2,6.72,1,2.0,0.0,3.36,1,4 GOLD FLOCK CHRISTMAS BALLS,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
35833P,49,88.47,7,7.0,7.937253933193772,2.0404761904761903,22,4 PINK FLOCK CHRISTMAS BALLS,1.1338934190276817,Long-Tail,Limit stock and avoid excessive local warehouse space
35909A,8,23.6,3,2.6666666666666665,2.886751345948129,2.9500000000000006,3,RABBIT EASTER DECORATION,1.0825317547305484,Long-Tail,Limit stock and avoid excessive local warehouse space
35909B,8,23.6,2,4.0,2.8284271247461903,2.95,2,PINK FLOWERS RABBIT EASTER,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
35910A,20,39.0,3,6.666666666666667,5.033222956847166,1.95,4,MULTICOLOUR EASTER RABBIT,0.7549834435270749,Long-Tail,Limit stock and avoid excessive local warehouse space
35910B,13,25.349999999999998,2,6.5,7.7781745930520225,1.95,3,PINK FLOWERS RABBIT EASTER,1.1966422450849266,Long-Tail,Limit stock and avoid excessive local warehouse space
35911A,319,292.07,12,26.583333333333332,34.791478406313374,1.3220576563958917,70,MULTICOLOUR RABBIT EGG WARMER,1.3087703475729169,Regular,Maintain standard replenishment review
35911B,119,100.76,3,39.666666666666664,54.3721742560782,1.6645454545454548,15,PINK/FLOWER RABBIT EGG WARMER,1.3707270820860051,Regular,Maintain standard replenishment review
