stock_code,description,sku_class,avg_monthly_units,current_inventory,lead_time_days,safety_stock,reorder_point,recommended_replenishment_qty,inventory_risk,warehouse_strategy
85145,JARDIN ETCHED GLASS LARGE BELL JAR,Long-Tail,18.5,3,45,16.0,44.0,41.0,Stockout Risk,External or Limited Stock Strategy
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,Long-Tail,68.0,11,14,8.0,40.0,29.0,Stockout Risk,External or Limited Stock Strategy
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,Long-Tail,28.0,1,21,5.0,25.0,24.0,Stockout Risk,External or Limited Stock Strategy
44236,PINK/PURPLE CIRCLE CURTAIN,Long-Tail,17.333333333333332,5,30,10.0,27.0,22.0,Stockout Risk,External or Limited Stock Strategy
23428,IVORY RETRO KITCHEN WALL CLOCK,Long-Tail,38.5,6,14,5.0,23.0,17.0,Stockout Risk,External or Limited Stock Strategy
23487,SWEET HEART CAKE CARRIER,Long-Tail,26.666666666666668,1,14,6.0,18.0,17.0,Stockout Risk,External or Limited Stock Strategy
85130A,BEADED PEARL HEART WHITE LARGE,Long-Tail,19.25,14,30,10.0,29.0,15.0,Stockout Risk,External or Limited Stock Strategy
82615,PINK MARSHMALLOW SCARF KNITTING KIT,Long-Tail,36.0,31,30,9.0,45.0,14.0,Stockout Risk,External or Limited Stock Strategy
37471,MULTICOLOUR POLKADOT PLATE,Long-Tail,9.666666666666666,1,30,4.0,14.0,13.0,Stockout Risk,External or Limited Stock Strategy
17109D,FLOWER FAIRY INCENSE BOUQUET,Long-Tail,20.333333333333332,11,21,9.0,23.0,12.0,Stockout Risk,External or Limited Stock Strategy
21486,PINK HEART DOTS HOT WATER BOTTLE,Long-Tail,36.0,9,14,4.0,21.0,12.0,Stockout Risk,External or Limited Stock Strategy
22202,MILK PAN PINK POLKADOT,Long-Tail,12.8,8,30,7.0,20.0,12.0,Stockout Risk,External or Limited Stock Strategy
21100,CHARLIE AND LOLA CHARLOTTE BAG,Long-Tail,16.25,0,14,3.0,11.0,11.0,Stockout Risk,External or Limited Stock Strategy
35818B,"ACRYLIC JEWEL ICICLE, BLUE",Long-Tail,10.333333333333334,0,21,4.0,11.0,11.0,Stockout Risk,External or Limited Stock Strategy
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,Long-Tail,18.0,17,30,10.0,28.0,11.0,Stockout Risk,External or Limited Stock Strategy
90108,BLUE BLOSSOM HAIR CLIP,Long-Tail,7.0,0,30,4.0,11.0,11.0,Stockout Risk,External or Limited Stock Strategy
85017C,ENVELOPE 50 CURIOUS IMAGES,Long-Tail,9.8,0,21,3.0,10.0,10.0,Stockout Risk,External or Limited Stock Strategy
85099f,JUMBO BAG STRAWBERRY,Long-Tail,23.0,11,21,5.0,21.0,10.0,Stockout Risk,External or Limited Stock Strategy
22886,NUMBER TILE VINTAGE FONT 7,Long-Tail,7.25,8,45,6.0,17.0,9.0,Stockout Risk,External or Limited Stock Strategy
23465,TUSCAN VILLA FEEDING STATION,Long-Tail,9.666666666666666,5,30,4.0,14.0,9.0,Stockout Risk,External or Limited Stock Strategy
35598A,DUSTY PINK CHRISTMAS TREE 60CM,Long-Tail,9.0,2,30,2.0,11.0,9.0,Stockout Risk,External or Limited Stock Strategy
44242B,PINK FEATHERS CURTAIN,Long-Tail,26.0,26,30,9.0,35.0,9.0,Stockout Risk,External or Limited Stock Strategy
84870B,BLUE GEISHA GIRL,Long-Tail,6.285714285714286,0,30,3.0,9.0,9.0,Stockout Risk,External or Limited Stock Strategy
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,Long-Tail,12.0,1,14,3.0,9.0,8.0,Stockout Risk,External or Limited Stock Strategy
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,Long-Tail,8.2,2,21,3.0,9.0,7.0,Stockout Risk,External or Limited Stock Strategy
23472,NINE DRAWER OFFICE TIDY,Long-Tail,19.333333333333332,6,14,4.0,13.0,7.0,Stockout Risk,External or Limited Stock Strategy
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,Long-Tail,4.125,0,30,2.0,6.0,6.0,Stockout Risk,External or Limited Stock Strategy
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,Long-Tail,17.0,12,21,6.0,18.0,6.0,Stockout Risk,External or Limited Stock Strategy
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,Long-Tail,8.5,7,30,4.0,12.0,5.0,Stockout Risk,External or Limited Stock Strategy
85195,HANGING HEART BASKET,Long-Tail,3.6666666666666665,1,30,2.0,6.0,5.0,Stockout Risk,External or Limited Stock Strategy
47593b,SCOTTIE DOGS BABY BIB,Long-Tail,6.0,1,21,1.0,5.0,4.0,Stockout Risk,External or Limited Stock Strategy
84597C,RETRO PINK BALL ASHTRAY,Long-Tail,6.571428571428571,1,14,2.0,5.0,4.0,Stockout Risk,External or Limited Stock Strategy
90192,JADE DROP EARRINGS W FILIGREE,Long-Tail,3.8181818181818183,0,21,1.0,4.0,4.0,Stockout Risk,External or Limited Stock Strategy
21280,VINTAGE KITCHEN PRINT VEGETABLES,Long-Tail,8.125,3,14,2.0,6.0,3.0,Stockout Risk,External or Limited Stock Strategy
90170,DAISY HAIR BAND,Long-Tail,8.5,9,30,3.0,12.0,3.0,Stockout Risk,External or Limited Stock Strategy
16202E,BLACK PHOTO ALBUM,Long-Tail,15.0,12,21,3.0,14.0,2.0,Stockout Risk,External or Limited Stock Strategy
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,Long-Tail,6.142857142857143,2,14,1.0,4.0,2.0,Stockout Risk,External or Limited Stock Strategy
90120B,BLUE MURANO TWIST BRACELET,Long-Tail,3.5454545454545454,1,21,1.0,3.0,2.0,Stockout Risk,External or Limited Stock Strategy
90123B,TURQUOISE HEART OF GLASS BRACELET,Long-Tail,2.25,1,21,1.0,3.0,2.0,Stockout Risk,External or Limited Stock Strategy
90133,TEAL/FUSCHIA COL BEAD NECKLACE,Long-Tail,3.8,4,30,2.0,6.0,2.0,Stockout Risk,External or Limited Stock Strategy
90185A,AMBER DIAMANTE EXPANDABLE RING,Long-Tail,4.428571428571429,4,30,2.0,6.0,2.0,Stockout Risk,External or Limited Stock Strategy
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,Long-Tail,2.9,0,14,1.0,2.0,2.0,Stockout Risk,External or Limited Stock Strategy
20664,TROPICAL HOLIDAY PURSE,Long-Tail,8.0,5,14,2.0,6.0,1.0,Stockout Risk,External or Limited Stock Strategy
20701,PINK CAT FLORAL CUSHION COVER,Long-Tail,8.333333333333334,5,14,2.0,6.0,1.0,Stockout Risk,External or Limited Stock Strategy
20773,BLUE PAISLEY NOTEBOOK,Long-Tail,5.6,3,14,1.0,4.0,1.0,Stockout Risk,External or Limited Stock Strategy
21393,BLUE POLKADOT PUDDING BOWL,Long-Tail,14.5,3,7,1.0,4.0,1.0,Stockout Risk,External or Limited Stock Strategy
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",Long-Tail,6.333333333333333,5,21,2.0,6.0,1.0,Stockout Risk,External or Limited Stock Strategy
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,Long-Tail,7.0,1,7,0.0,2.0,1.0,Stockout Risk,External or Limited Stock Strategy
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,Long-Tail,2.7,2,21,1.0,3.0,1.0,Stockout Risk,External or Limited Stock Strategy
90129B,TURQUOISE GLASS TASSLE BAG CHARM,Long-Tail,5.7,4,14,2.0,5.0,1.0,Stockout Risk,External or Limited Stock Strategy
90210A,GREY ACRYLIC FACETED BANGLE,Long-Tail,6.8,2,7,1.0,3.0,1.0,Stockout Risk,External or Limited Stock Strategy
23120,PACK OF 6 SMALL FRUIT STRAWS,Regular,240.71428571428572,46,45,196.0,557.0,511.0,Stockout Risk,Standard Replenishment Review
23498,CLASSIC BICYCLE CLIPS,Regular,820.0,25,14,146.0,529.0,504.0,Stockout Risk,Standard Replenishment Review
23370,SET 36 COLOUR PENCILS DOILEY,Regular,387.5,97,30,170.0,558.0,461.0,Stockout Risk,Standard Replenishment Review
23438,RED SPOT GIFT BAG LARGE,Regular,361.8,77,30,167.0,529.0,452.0,Stockout Risk,Standard Replenishment Review
21398,RED POLKADOT COFFEE  MUG,Regular,306.4,40,30,177.0,483.0,443.0,Stockout Risk,Standard Replenishment Review
23499,SET 12 VINTAGE DOILY CHALK,Regular,437.3333333333333,34,21,162.0,468.0,434.0,Stockout Risk,Standard Replenishment Review
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,Regular,206.0,45,45,123.0,432.0,387.0,Stockout Risk,Standard Replenishment Review
23489,"GARLAND, VINTAGE BELLS",Regular,304.3333333333333,54,30,125.0,429.0,375.0,Stockout Risk,Standard Replenishment Review
21397,BLUE POLKADOT EGG CUP,Regular,179.16666666666666,80,45,177.0,446.0,366.0,Stockout Risk,Standard Replenishment Review
22198,LARGE POPCORN HOLDER,Regular,341.6666666666667,22,21,138.0,377.0,355.0,Stockout Risk,Standard Replenishment Review
23031,DRAWER KNOB CRACKLE GLAZE PINK,Regular,182.57142857142856,35,45,104.0,378.0,343.0,Stockout Risk,Standard Replenishment Review
23505,PLAYING CARDS I LOVE LONDON,Regular,300.0,96,30,131.0,431.0,335.0,Stockout Risk,Standard Replenishment Review
23028,DRAWER KNOB CRACKLE GLAZE BLUE,Regular,228.16666666666663,9,30,98.0,326.0,317.0,Stockout Risk,Standard Replenishment Review
23381,PACK OF 12 VINTAGE LEAF TISSUES,Regular,374.0,88,21,134.0,396.0,308.0,Stockout Risk,Standard Replenishment Review
16033,MINI HIGHLIGHTER PENS,Regular,280.0,90,30,116.0,396.0,306.0,Stockout Risk,Standard Replenishment Review
23352,ROLL WRAP 50'S RED CHRISTMAS,Regular,360.0,56,21,99.0,351.0,295.0,Stockout Risk,Standard Replenishment Review
79164,BLACK WINE GLASS,Regular,208.25,56,30,142.0,350.0,294.0,Stockout Risk,Standard Replenishment Review
22919,HERB MARKER MINT,Regular,134.84615384615384,8,45,88.0,290.0,282.0,Stockout Risk,Standard Replenishment Review
22340,NOEL GARLAND PAINTED ZINC,Regular,199.71428571428572,40,30,114.0,314.0,274.0,Stockout Risk,Standard Replenishment Review
23034,DRAWER KNOB CERAMIC BLACK,Regular,139.85714285714286,23,45,86.0,296.0,273.0,Stockout Risk,Standard Replenishment Review
23221,REINDEER HEART DECORATION SILVER,Regular,192.0,19,30,100.0,292.0,273.0,Stockout Risk,Standard Replenishment Review
23691,KEEP CALM BIRTHDAY WRAP,Regular,587.5,119,14,116.0,390.0,271.0,Stockout Risk,Standard Replenishment Review
16049,TEATIME GEL PENS ASST,Regular,252.0,7,21,98.0,274.0,267.0,Stockout Risk,Standard Replenishment Review
23289,DOLLY GIRL CHILDRENS BOWL,Regular,231.71428571428572,55,30,90.0,322.0,267.0,Stockout Risk,Standard Replenishment Review
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,Regular,344.0,62,21,88.0,329.0,267.0,Stockout Risk,Standard Replenishment Review
23500,KEY RING BASEBALL BOOT ASSORTED,Regular,542.0,78,14,90.0,343.0,265.0,Stockout Risk,Standard Replenishment Review
85194L,HANGING SPRING FLOWER EGG LARGE,Regular,157.83333333333334,80,45,108.0,345.0,265.0,Stockout Risk,Standard Replenishment Review
22049,WRAP CHRISTMAS SCREEN PRINT,Regular,262.5,114,30,111.0,374.0,260.0,Stockout Risk,Standard Replenishment Review
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,Regular,198.0,21,30,75.0,273.0,252.0,Stockout Risk,Standard Replenishment Review
23302,KNEELING MAT HOUSEWORK  DESIGN,Regular,192.0,22,30,75.0,267.0,245.0,Stockout Risk,Standard Replenishment Review
22258,FELT FARM ANIMAL RABBIT,Regular,114.0,25,45,94.0,265.0,240.0,Stockout Risk,Standard Replenishment Review
85206A,CREAM FELT EASTER EGG BASKET,Regular,243.5,106,30,103.0,346.0,240.0,Stockout Risk,Standard Replenishment Review
85172,HYACINTH BULB T-LIGHT CANDLES,Regular,101.07692307692308,2,45,81.0,233.0,231.0,Stockout Risk,Standard Replenishment Review
16054,POPART RECT PENCIL SHARPENER ASST,Regular,145.75,89,45,99.0,318.0,229.0,Stockout Risk,Standard Replenishment Review
21785,RAIN PONCHO,Regular,137.0,1,30,93.0,230.0,229.0,Stockout Risk,Standard Replenishment Review
23371,SET 36 COLOUR PENCILS SPACEBOY,Regular,426.25,64,14,91.0,290.0,226.0,Stockout Risk,Standard Replenishment Review
23564,EGG CUP MILKMAID INGRID,Regular,214.66666666666663,88,30,99.0,314.0,226.0,Stockout Risk,Standard Replenishment Review
22572,ROCKING HORSE GREEN CHRISTMAS,Regular,153.33333333333334,14,30,84.0,237.0,223.0,Stockout Risk,Standard Replenishment Review
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,Regular,121.2,71,45,111.0,293.0,222.0,Stockout Risk,Standard Replenishment Review
90057,DIAMANTE RING ASSORTED IN BOX.,Regular,168.0,26,30,80.0,248.0,222.0,Stockout Risk,Standard Replenishment Review
22208,WOOD STAMP SET THANK YOU,Regular,116.07692307692308,38,45,83.0,257.0,219.0,Stockout Risk,Standard Replenishment Review
22533,MAGIC DRAWING SLATE BAKE A CAKE,Regular,137.07692307692307,2,30,77.0,214.0,212.0,Stockout Risk,Standard Replenishment Review
23372,SET 36 COLOUR PENCILS DOLLY GIRL,Regular,347.25,30,14,75.0,237.0,207.0,Stockout Risk,Standard Replenishment Review
21167,WHITE SAGE INCENSE,Regular,110.15384615384616,26,45,67.0,232.0,206.0,Stockout Risk,Standard Replenishment Review
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,Regular,247.28571428571428,54,21,87.0,260.0,206.0,Stockout Risk,Standard Replenishment Review
84763,ZINC FINISH 15CM PLANTER POTS,Regular,100.16666666666669,6,45,62.0,212.0,206.0,Stockout Risk,Standard Replenishment Review
21883,STARS GIFT TAPE,Regular,127.15384615384616,9,30,85.0,212.0,203.0,Stockout Risk,Standard Replenishment Review
23379,PACK OF 12 RED APPLE TISSUES,Regular,305.0,13,14,72.0,214.0,201.0,Stockout Risk,Standard Replenishment Review
23281,FOLDING BUTTERFLY MIRROR RED,Regular,160.0,33,30,70.0,230.0,197.0,Stockout Risk,Standard Replenishment Review
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,Regular,442.6666666666667,90,14,75.0,282.0,192.0,Stockout Risk,Standard Replenishment Review
23330,DECORATIVE WICKER HEART MEDIUM,Regular,358.8,46,14,70.0,237.0,191.0,Stockout Risk,Standard Replenishment Review
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,Regular,83.14285714285714,10,45,76.0,201.0,191.0,Stockout Risk,Standard Replenishment Review
22719,GUMBALL MONOCHROME COAT RACK,Regular,103.33333333333331,27,45,62.0,217.0,190.0,Stockout Risk,Standard Replenishment Review
23228,FILIGREE HEART BIRD WHITE,Regular,186.5,72,30,75.0,262.0,190.0,Stockout Risk,Standard Replenishment Review
20733,GOLD MINI TAPE MEASURE,Regular,94.92307692307692,57,45,102.0,244.0,187.0,Stockout Risk,Standard Replenishment Review
22059,CERAMIC STRAWBERRY DESIGN MUG,Regular,136.92307692307693,15,30,65.0,202.0,187.0,Stockout Risk,Standard Replenishment Review
23226,FILIGREE HEART DAISY WHITE,Regular,155.875,36,30,66.0,222.0,186.0,Stockout Risk,Standard Replenishment Review
22735,RIBBON REEL SOCKS AND MITTENS,Regular,92.625,24,45,67.0,206.0,182.0,Stockout Risk,Standard Replenishment Review
21817,GLITTER CHRISTMAS TREE,Regular,181.2,94,30,93.0,274.0,180.0,Stockout Risk,Standard Replenishment Review
22228,BUNNY WOODEN PAINTED WITH BIRD,Regular,83.33333333333333,5,45,59.0,184.0,179.0,Stockout Risk,Standard Replenishment Review
23392,SPACEBOY ROCKET LOLLY MAKERS,Regular,165.5,55,30,61.0,226.0,171.0,Stockout Risk,Standard Replenishment Review
23375,50'S CHRISTMAS PAPER GIFT BAG,Regular,268.4,17,14,62.0,187.0,170.0,Stockout Risk,Standard Replenishment Review
23490,T-LIGHT HOLDER HANGING LOVE BIRD,Regular,180.66666666666663,96,30,83.0,264.0,168.0,Stockout Risk,Standard Replenishment Review
22306,SILVER MUG BONE CHINA TREE OF LIFE,Regular,129.11111111111111,34,30,72.0,201.0,167.0,Stockout Risk,Standard Replenishment Review
23561,SET OF 6 RIBBONS PARTY,Regular,85.0,12,45,50.0,178.0,166.0,Stockout Risk,Standard Replenishment Review
23160,REGENCY TEA SPOON,Regular,181.25,93,30,77.0,258.0,165.0,Stockout Risk,Standard Replenishment Review
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,Regular,196.125,43,21,68.0,205.0,162.0,Stockout Risk,Standard Replenishment Review
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,Regular,120.375,47,30,86.0,206.0,159.0,Stockout Risk,Standard Replenishment Review
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,Regular,133.0,62,30,85.0,218.0,156.0,Stockout Risk,Standard Replenishment Review
23547,WRAP FLOWER SHOP,Regular,262.5,14,14,46.0,168.0,154.0,Stockout Risk,Standard Replenishment Review
23597,PAPER BUNTING PAISLEY PARK,Regular,124.5,87,45,54.0,241.0,154.0,Stockout Risk,Standard Replenishment Review
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,Regular,212.75,55,21,58.0,207.0,152.0,Stockout Risk,Standard Replenishment Review
23681,LUNCH BAG RED VINTAGE DOILY,Regular,788.0,119,7,86.0,270.0,151.0,Stockout Risk,Standard Replenishment Review
81952B,ROUND BLUE CLOCK WITH SUCKER,Regular,200.0,100,30,50.0,250.0,150.0,Stockout Risk,Standard Replenishment Review
23598,PAPER BUNTING VINTAGE PARTY,Regular,213.5,39,21,38.0,187.0,148.0,Stockout Risk,Standard Replenishment Review
22858,EASTER TIN KEEPSAKE,Regular,160.85714285714286,17,21,51.0,164.0,147.0,Stockout Risk,Standard Replenishment Review
23213,STAR WREATH DECORATION WITH BELL,Regular,240.28571428571428,97,21,75.0,243.0,146.0,Stockout Risk,Standard Replenishment Review
37342,POLKADOT COFFEE CUP & SAUCER PINK,Regular,157.0,12,21,48.0,158.0,146.0,Stockout Risk,Standard Replenishment Review
23412,HEART MIRROR ANTIQUE WHITE,Regular,179.0,15,21,35.0,160.0,145.0,Stockout Risk,Standard Replenishment Review
21898,POTTING SHED ROSE CANDLE,Regular,164.33333333333334,36,21,65.0,180.0,144.0,Stockout Risk,Standard Replenishment Review
22127,PARTY CONES CARNIVAL ASSORTED,Regular,101.0,74,45,66.0,218.0,144.0,Stockout Risk,Standard Replenishment Review
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,Regular,241.16666666666663,27,14,58.0,171.0,144.0,Stockout Risk,Standard Replenishment Review
23473,WOODLAND SMALL RED FELT HEART,Regular,226.0,78,21,64.0,222.0,144.0,Stockout Risk,Standard Replenishment Review
21400,RED PUDDING SPOON,Regular,67.76923076923077,4,45,45.0,147.0,143.0,Stockout Risk,Standard Replenishment Review
17013D,ORIGAMI ROSE INCENSE IN TUBE,Regular,76.42857142857143,29,45,54.0,169.0,140.0,Stockout Risk,Standard Replenishment Review
23369,SET 36 COLOUR PENCILS LOVE LONDON,Regular,276.25,41,14,52.0,181.0,140.0,Stockout Risk,Standard Replenishment Review
21700,BIG DOUGHNUT FRIDGE MAGNETS,Regular,132.76923076923077,51,30,57.0,190.0,139.0,Stockout Risk,Standard Replenishment Review
22603,CHRISTMAS RETROSPOT TREE WOOD,Regular,154.11111111111111,22,21,53.0,161.0,139.0,Stockout Risk,Standard Replenishment Review
21422,PORCELAIN ROSE SMALL,Regular,133.91666666666666,8,21,50.0,144.0,136.0,Stockout Risk,Standard Replenishment Review
22731,3D CHRISTMAS STAMPS STICKERS,Regular,146.5,84,30,73.0,220.0,136.0,Stockout Risk,Standard Replenishment Review
23525,BUFFALO BILL WALL ART,Regular,194.0,9,14,54.0,145.0,136.0,Stockout Risk,Standard Replenishment Review
22075,6 RIBBONS ELEGANT CHRISTMAS,Regular,147.75,97,30,84.0,232.0,135.0,Stockout Risk,Standard Replenishment Review
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,Regular,63.23076923076923,14,45,53.0,148.0,134.0,Stockout Risk,Standard Replenishment Review
21587,COSY HOUR GIANT TUBE MATCHES,Regular,97.5,6,30,43.0,140.0,134.0,Stockout Risk,Standard Replenishment Review
23270,SET OF 2 CERAMIC PAINTED HEARTS,Regular,167.71428571428572,104,30,70.0,238.0,134.0,Stockout Risk,Standard Replenishment Review
23222,CHRISTMAS TREE HANGING GOLD,Regular,133.16666666666666,63,30,63.0,196.0,133.0,Stockout Risk,Standard Replenishment Review
37327,ASSTD MULTICOLOUR CIRCLES MUG,Regular,143.45454545454547,11,21,44.0,144.0,133.0,Stockout Risk,Standard Replenishment Review
21717,EASTER TIN BUCKET,Regular,102.0,19,30,49.0,151.0,132.0,Stockout Risk,Standard Replenishment Review
21391,FRENCH LAVENDER SCENT HEART,Regular,89.08333333333333,16,30,58.0,147.0,131.0,Stockout Risk,Standard Replenishment Review
23568,EGG CUP HENRIETTA HEN CREAM,Regular,210.0,62,21,46.0,193.0,131.0,Stockout Risk,Standard Replenishment Review
23331,DECORATIVE WICKER HEART SMALL,Regular,319.2,75,14,56.0,205.0,130.0,Stockout Risk,Standard Replenishment Review
23695,DOILY THANK YOU CARD,Regular,370.5,107,14,64.0,237.0,130.0,Stockout Risk,Standard Replenishment Review
22535,MAGIC DRAWING SLATE BUNNIES,Regular,135.6153846153846,9,21,42.0,137.0,128.0,Stockout Risk,Standard Replenishment Review
23509,MINI PLAYING CARDS FUN FAIR,Regular,265.5,70,14,74.0,198.0,128.0,Stockout Risk,Standard Replenishment Review
21873,IF YOU CAN'T STAND THE HEAT MUG,Regular,124.46153846153848,15,21,55.0,142.0,127.0,Stockout Risk,Standard Replenishment Review
22292,HANGING CHICK  YELLOW DECORATION,Regular,94.66666666666669,27,30,59.0,154.0,127.0,Stockout Risk,Standard Replenishment Review
21209,MULTICOLOUR HONEYCOMB FAN,Regular,94.15384615384616,13,30,45.0,139.0,126.0,Stockout Risk,Standard Replenishment Review
23431,NATURAL HANGING QUILTED HEARTS,Regular,289.8,70,14,61.0,196.0,126.0,Stockout Risk,Standard Replenishment Review
22101,MIRROR MOSAIC VOTIVE HOLDER,Regular,110.6153846153846,4,21,50.0,127.0,123.0,Stockout Risk,Standard Replenishment Review
23501,KEY RING BASEBALL BOOT UNION JACK,Regular,607.0,66,7,47.0,189.0,123.0,Stockout Risk,Standard Replenishment Review
23529,DOLLY GIRL WALL ART,Regular,212.33333333333337,29,14,52.0,151.0,122.0,Stockout Risk,Standard Replenishment Review
22902,TOTE BAG I LOVE LONDON,Regular,99.07692307692308,17,30,38.0,137.0,120.0,Stockout Risk,Standard Replenishment Review
85227,SET OF 6 3D KIT CARDS FOR KIDS,Regular,113.6153846153846,38,30,43.0,157.0,119.0,Stockout Risk,Standard Replenishment Review
23265,SET OF 3 WOODEN TREE DECORATIONS,Regular,252.71428571428572,58,14,58.0,176.0,118.0,Stockout Risk,Standard Replenishment Review
21158,MOODY GIRL DOOR HANGER,Regular,113.0,5,21,42.0,121.0,116.0,Stockout Risk,Standard Replenishment Review
21207,SKULL AND CROSSBONES  GARLAND,Regular,82.07692307692308,3,30,36.0,118.0,115.0,Stockout Risk,Standard Replenishment Review
23396,BUTTERFLY CUSHION COVER,Regular,163.5,43,21,44.0,158.0,115.0,Stockout Risk,Standard Replenishment Review
21813,GARLAND WITH STARS AND BELLS,Regular,61.0,25,45,47.0,138.0,113.0,Stockout Risk,Standard Replenishment Review
84826,ASSTD DESIGN 3D PAPER STICKERS,Regular,105.63636363636364,60,30,67.0,173.0,113.0,Stockout Risk,Standard Replenishment Review
22674,FRENCH TOILET SIGN BLUE METAL,Regular,103.53846153846152,34,30,42.0,146.0,112.0,Stockout Risk,Standard Replenishment Review
23415,HOME SWEET HOME HOOK,Regular,82.0,53,45,42.0,165.0,112.0,Stockout Risk,Standard Replenishment Review
20966,SANDWICH BATH SPONGE,Regular,79.88888888888889,24,30,55.0,135.0,111.0,Stockout Risk,Standard Replenishment Review
22937,BAKING MOULD CHOCOLATE CUPCAKES,Regular,74.76923076923077,1,30,37.0,112.0,111.0,Stockout Risk,Standard Replenishment Review
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,Regular,127.07692307692308,45,21,67.0,156.0,111.0,Stockout Risk,Standard Replenishment Review
22070,SMALL RED RETROSPOT MUG IN BOX,Regular,72.92307692307692,16,30,53.0,126.0,110.0,Stockout Risk,Standard Replenishment Review
22403,MAGNETS PACK OF 4 VINTAGE LABELS,Regular,101.6923076923077,45,30,53.0,155.0,110.0,Stockout Risk,Standard Replenishment Review
22702,BLACK AND WHITE CAT BOWL,Regular,104.84615384615384,18,21,55.0,128.0,110.0,Stockout Risk,Standard Replenishment Review
23516,EMBROIDERED RIBBON REEL SOPHIE,Regular,74.0,6,30,42.0,116.0,110.0,Stockout Risk,Standard Replenishment Review
23575,SNACK TRAY PAISLEY PARK,Regular,89.5,24,30,44.0,134.0,110.0,Stockout Risk,Standard Replenishment Review
22344,PARTY PIZZA DISH PINK POLKADOT,Regular,102.08333333333331,6,21,43.0,114.0,108.0,Stockout Risk,Standard Replenishment Review
20803,SMALL PINK GLASS SUNDAE DISH,Regular,156.5,66,21,62.0,172.0,106.0,Stockout Risk,Standard Replenishment Review
21634,ASSORTED MINI MADRAS NOTEBOOK,Regular,108.44444444444444,22,21,52.0,128.0,106.0,Stockout Risk,Standard Replenishment Review
22757,LARGE RED BABUSHKA NOTEBOOK,Regular,84.3076923076923,22,30,44.0,128.0,106.0,Stockout Risk,Standard Replenishment Review
22209,WOOD STAMP SET HAPPY BIRTHDAY,Regular,72.6923076923077,50,45,46.0,155.0,105.0,Stockout Risk,Standard Replenishment Review
23532,WALL ART WORK REST AND PLAY,Regular,70.0,59,45,59.0,164.0,105.0,Stockout Risk,Standard Replenishment Review
85032A,ROMANTIC IMAGES GIFT WRAP SET,Regular,71.72727272727273,0,30,32.0,104.0,104.0,Stockout Risk,Standard Replenishment Review
23026,DRAWER KNOB VINTAGE GLASS STAR,Regular,79.42857142857143,6,30,30.0,109.0,103.0,Stockout Risk,Standard Replenishment Review
23164,REGENCY CAKE SLICE,Regular,72.25,0,30,30.0,102.0,102.0,Stockout Risk,Standard Replenishment Review
23452,HEART MINI PORTRAIT FRAME,Regular,172.66666666666666,69,21,49.0,170.0,101.0,Stockout Risk,Standard Replenishment Review
35001W,HAND OPEN SHAPE DECO.WHITE,Regular,92.0,14,30,23.0,115.0,101.0,Stockout Risk,Standard Replenishment Review
79163,BLACK CHAMPAGNE GLASS,Regular,169.88888888888889,17,14,38.0,117.0,100.0,Stockout Risk,Standard Replenishment Review
16012,FOOD/DRINK SPONGE STICKERS,Regular,110.9090909090909,16,21,37.0,115.0,99.0,Stockout Risk,Standard Replenishment Review
22976,CIRCUS PARADE CHILDRENS EGG CUP,Regular,82.0,74,45,50.0,173.0,99.0,Stockout Risk,Standard Replenishment Review
22078,RIBBON REEL LACE DESIGN,Regular,124.45454545454544,26,21,37.0,124.0,98.0,Stockout Risk,Standard Replenishment Review
23291,DOLLY GIRL CHILDRENS CUP,Regular,233.42857142857144,53,14,42.0,151.0,98.0,Stockout Risk,Standard Replenishment Review
23433,HANGING QUILTED PATCHWORK APPLES,Regular,251.6,78,14,59.0,176.0,98.0,Stockout Risk,Standard Replenishment Review
85132A,CHARLIE + LOLA BISCUITS TINS,Regular,90.83333333333331,2,21,36.0,100.0,98.0,Stockout Risk,Standard Replenishment Review
