stock_code,description,sku_class,avg_monthly_units,current_inventory,inventory_coverage_days,inventory_risk,warehouse_strategy
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,Long-Tail,4.0,87,652.5,Overstock Risk,Overstock Review / Reduce Replenishment
85161,ACRYLIC GEOMETRIC LAMP,Long-Tail,4.375,95,651.4285714285713,Overstock Risk,Overstock Review / Reduce Replenishment
10124G,ARMY CAMO BOOKCOVER TAPE,Long-Tail,4.25,92,649.4117647058823,Overstock Risk,Overstock Review / Reduce Replenishment
84706D,CHERRY BLOSSOM TABLE CLOCK,Long-Tail,4.0,86,645.0,Overstock Risk,Overstock Review / Reduce Replenishment
20785,FUSCHIA RETRO BAR STOOL,Long-Tail,3.5,75,642.8571428571429,Overstock Risk,Overstock Review / Reduce Replenishment
79149B,SILICON STAR BULB  BLUE,Long-Tail,3.0,64,640.0,Overstock Risk,Overstock Review / Reduce Replenishment
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,Long-Tail,5.5,117,638.1818181818182,Overstock Risk,Overstock Review / Reduce Replenishment
35637C,PINK STRING CURTAIN WITH POLE,Long-Tail,5.0,106,636.0,Overstock Risk,Overstock Review / Reduce Replenishment
90013B,BLACK VINTAGE EARRINGS,Long-Tail,3.272727272727273,69,632.5,Overstock Risk,Overstock Review / Reduce Replenishment
21414,SCALLOP SHELL SOAP DISH,Long-Tail,1.0,21,630.0,Overstock Risk,Overstock Review / Reduce Replenishment
85031A,ROMANTIC IMAGES SCRAP BOOK SET,Long-Tail,4.0,84,630.0,Overstock Risk,Overstock Review / Reduce Replenishment
90027B,GLASS BEAD HOOP EARRINGS MONTANA,Long-Tail,1.0,21,630.0,Overstock Risk,Overstock Review / Reduce Replenishment
90175B,PINK GLASS CHUNKY CHARM BRACELET,Long-Tail,1.6666666666666667,35,630.0,Overstock Risk,Overstock Review / Reduce Replenishment
21410,COUNTRY COTTAGE  DOORSTOP GREEN,Long-Tail,1.0,21,630.0,Overstock Risk,Overstock Review / Reduce Replenishment
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,Long-Tail,2.1,44,628.5714285714286,Overstock Risk,Overstock Review / Reduce Replenishment
90145,SILVER HOOP EARRINGS WITH FLOWER,Long-Tail,2.5454545454545454,53,624.6428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
90085,CRYSTAL STILETTO PHONE CHARM,Long-Tail,4.857142857142857,101,623.8235294117648,Overstock Risk,Overstock Review / Reduce Replenishment
16248B,BLUE HOLE PUNCH,Long-Tail,2.6,54,623.0769230769231,Overstock Risk,Overstock Review / Reduce Replenishment
90183B,AMETHYST DROP EARRINGS W LONG BEADS,Long-Tail,2.3333333333333335,48,617.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
48189,DOORMAT FRIENDSHIP,Long-Tail,5.4,111,616.6666666666666,Overstock Risk,Overstock Review / Reduce Replenishment
21628,TRIANGULAR POUFFE VINTAGE,Long-Tail,5.7272727272727275,117,612.8571428571428,Overstock Risk,Overstock Review / Reduce Replenishment
20935,ROUND CACTUS CANDLE,Long-Tail,3.0,61,610.0,Overstock Risk,Overstock Review / Reduce Replenishment
47574B,ENGLISH ROSE SCENTED HANGING HEART,Long-Tail,4.0,81,607.5,Overstock Risk,Overstock Review / Reduce Replenishment
20667,CHERRY BLOSSOM PURSE,Long-Tail,5.0,101,606.0,Overstock Risk,Overstock Review / Reduce Replenishment
21758,VINTAGE SHELLS PRINT,Long-Tail,4.166666666666667,84,604.8,Overstock Risk,Overstock Review / Reduce Replenishment
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,Long-Tail,3.8333333333333335,77,602.6086956521739,Overstock Risk,Overstock Review / Reduce Replenishment
22875,NUMBER TILE COTTAGE GARDEN 7,Long-Tail,5.7272727272727275,115,602.3809523809524,Overstock Risk,Overstock Review / Reduce Replenishment
20748,KENSINGTON COFFEE SET,Long-Tail,5.181818181818182,104,602.1052631578947,Overstock Risk,Overstock Review / Reduce Replenishment
17090D,VANILLA INCENSE 40 CONES IN TIN,Long-Tail,4.833333333333333,97,602.0689655172414,Overstock Risk,Overstock Review / Reduce Replenishment
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,Long-Tail,1.5,30,600.0,Overstock Risk,Overstock Review / Reduce Replenishment
21120,*BOOMBOX IPOD CLASSIC,Long-Tail,1.0,20,600.0,Overstock Risk,Overstock Review / Reduce Replenishment
84873A,FUNKY FLOWER PICNIC BAG FOR 4,Long-Tail,1.0,20,600.0,Overstock Risk,Overstock Review / Reduce Replenishment
90214O,"LETTER ""O"" BLING KEY RING",Long-Tail,4.0,80,600.0,Overstock Risk,Overstock Review / Reduce Replenishment
78034B,BLUE NETTING STORAGE HANGER,Long-Tail,1.6,32,600.0,Overstock Risk,Overstock Review / Reduce Replenishment
84465,15 PINK FLUFFY CHICKS IN BOX,Long-Tail,2.5,50,600.0,Overstock Risk,Overstock Review / Reduce Replenishment
90160A,PURPLE BOUDICCA LARGE BRACELET,Long-Tail,3.1666666666666665,63,596.8421052631579,Overstock Risk,Overstock Review / Reduce Replenishment
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,Long-Tail,3.2222222222222223,64,595.8620689655172,Overstock Risk,Overstock Review / Reduce Replenishment
20848,ZINC HEART LATTICE CHARGER SMALL,Long-Tail,2.625,52,594.2857142857143,Overstock Risk,Overstock Review / Reduce Replenishment
20663,QUEEN OF THE SKIES HOLIDAY PURSE,Long-Tail,2.7777777777777777,55,594.0,Overstock Risk,Overstock Review / Reduce Replenishment
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,Long-Tail,4.090909090909091,81,594.0,Overstock Risk,Overstock Review / Reduce Replenishment
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",Long-Tail,2.4,47,587.5,Overstock Risk,Overstock Review / Reduce Replenishment
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,Long-Tail,2.4,47,587.5,Overstock Risk,Overstock Review / Reduce Replenishment
84620,BLUE GINGHAM ROSE CUSHION COVER,Long-Tail,2.0,39,585.0,Overstock Risk,Overstock Review / Reduce Replenishment
72801c,4 ROSE PINK DINNER CANDLES,Long-Tail,3.25,63,581.5384615384615,Overstock Risk,Overstock Review / Reduce Replenishment
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,Long-Tail,3.6666666666666665,71,580.9090909090909,Overstock Risk,Overstock Review / Reduce Replenishment
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,Long-Tail,6.0,116,580.0,Overstock Risk,Overstock Review / Reduce Replenishment
21349,IVY HEART WREATH,Long-Tail,6.0,116,580.0,Overstock Risk,Overstock Review / Reduce Replenishment
84575A,PINK DOG CANNISTER,Long-Tail,4.666666666666667,90,578.5714285714286,Overstock Risk,Overstock Review / Reduce Replenishment
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,Long-Tail,3.636363636363636,70,577.5000000000001,Overstock Risk,Overstock Review / Reduce Replenishment
90003E,GREEN PAIR HEART HAIR SLIDES,Long-Tail,2.875,55,573.9130434782609,Overstock Risk,Overstock Review / Reduce Replenishment
90196A,PURPLE GEMSTONE NECKLACE 45CM,Long-Tail,2.6666666666666665,51,573.7500000000001,Overstock Risk,Overstock Review / Reduce Replenishment
20851,ZINC HEART LATTICE TRAY OVAL,Long-Tail,2.25,43,573.3333333333334,Overstock Risk,Overstock Review / Reduce Replenishment
90186A,AMETHYST HOOP EARRING FLORAL LEAF,Long-Tail,1.8333333333333333,35,572.7272727272727,Overstock Risk,Overstock Review / Reduce Replenishment
16207B,PINK HEART RED HANDBAG,Long-Tail,4.833333333333333,92,571.0344827586207,Overstock Risk,Overstock Review / Reduce Replenishment
23664,FLOWER SHOP DESIGN MUG,Long-Tail,1.0,19,570.0,Overstock Risk,Overstock Review / Reduce Replenishment
84971l,LARGE HEART FLOWERS HOOK,Long-Tail,2.0,38,570.0,Overstock Risk,Overstock Review / Reduce Replenishment
37462E,"PET MUG, GOLDFISH",Long-Tail,4.0,76,570.0,Overstock Risk,Overstock Review / Reduce Replenishment
22824,3 TIER SWEETHEART GARDEN SHELF,Long-Tail,4.583333333333333,87,569.4545454545455,Overstock Risk,Overstock Review / Reduce Replenishment
23463,VINTAGE ZINC WATERING CAN,Long-Tail,4.333333333333333,82,567.6923076923077,Overstock Risk,Overstock Review / Reduce Replenishment
90129F,RED GLASS TASSLE BAG CHARM,Long-Tail,4.444444444444445,84,566.9999999999999,Overstock Risk,Overstock Review / Reduce Replenishment
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,Long-Tail,6.0,113,565.0,Overstock Risk,Overstock Review / Reduce Replenishment
84510c,SET OF 4 POLKADOT COASTERS,Long-Tail,4.0,75,562.5,Overstock Risk,Overstock Review / Reduce Replenishment
20780,BLACK EAR MUFF HEADPHONES,Long-Tail,5.875,110,561.7021276595744,Overstock Risk,Overstock Review / Reduce Replenishment
90160D,PINK BOUDICCA LARGE BRACELET,Long-Tail,3.8,71,560.5263157894738,Overstock Risk,Overstock Review / Reduce Replenishment
21757,LIGHTHOUSE PRINTED METAL SIGN,Long-Tail,3.0,56,560.0,Overstock Risk,Overstock Review / Reduce Replenishment
72132,COLUMBIAN CUBE CANDLE,Long-Tail,4.666666666666667,87,559.2857142857142,Overstock Risk,Overstock Review / Reduce Replenishment
82011B,BATHROOM SCALES RUBBER DUCKS,Long-Tail,4.777777777777778,89,558.8372093023255,Overstock Risk,Overstock Review / Reduce Replenishment
20954,*USB OFFICE MIRROR BALL,Long-Tail,2.0,37,555.0,Overstock Risk,Overstock Review / Reduce Replenishment
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",Long-Tail,2.5,46,552.0,Overstock Risk,Overstock Review / Reduce Replenishment
46776a,WOVEN BUBBLE GUM CUSHION COVER,Long-Tail,5.0,92,552.0,Overstock Risk,Overstock Review / Reduce Replenishment
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,Long-Tail,5.888888888888889,108,550.188679245283,Overstock Risk,Overstock Review / Reduce Replenishment
84508B,STRIPES DESIGN TEDDY,Long-Tail,5.090909090909091,92,542.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
84600,NEW BAROQUE JEWELLERY BOX,Long-Tail,4.818181818181818,87,541.6981132075472,Overstock Risk,Overstock Review / Reduce Replenishment
35004P,SET OF 3 PINK FLYING DUCKS,Long-Tail,1.0,18,540.0,Overstock Risk,Overstock Review / Reduce Replenishment
47579,TEA TIME BREAKFAST BASKET,Long-Tail,1.0,18,540.0,Overstock Risk,Overstock Review / Reduce Replenishment
90176B,DIAMANTE NECKLACE BLACK,Long-Tail,2.0,36,540.0,Overstock Risk,Overstock Review / Reduce Replenishment
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,Long-Tail,1.0,18,540.0,Overstock Risk,Overstock Review / Reduce Replenishment
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,Long-Tail,6.0,107,535.0,Overstock Risk,Overstock Review / Reduce Replenishment
22825,DECORATIVE PLANT POT WITH FRIEZE,Long-Tail,6.083333333333333,108,532.6027397260274,Overstock Risk,Overstock Review / Reduce Replenishment
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,Long-Tail,3.6666666666666665,65,531.8181818181819,Overstock Risk,Overstock Review / Reduce Replenishment
84910A,PINK PAISLEY CUSHION COVER,Long-Tail,5.2,92,530.7692307692307,Overstock Risk,Overstock Review / Reduce Replenishment
84508C,BLUE CIRCLES DESIGN TEDDY,Long-Tail,4.666666666666667,82,527.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
44092C,PURPLE/COPPER HANGING LAMPSHADE,Long-Tail,4.0,70,525.0,Overstock Risk,Overstock Review / Reduce Replenishment
22872,NUMBER TILE COTTAGE GARDEN 4,Long-Tail,6.0,105,525.0,Overstock Risk,Overstock Review / Reduce Replenishment
37351,ORANGE FLOWER MUG,Long-Tail,5.0,87,522.0,Overstock Risk,Overstock Review / Reduce Replenishment
21827,EIGHT PIECE CREEPY CRAWLIE SET,Long-Tail,3.0,52,520.0,Overstock Risk,Overstock Review / Reduce Replenishment
90046,WHITE WITH METAL BAG CHARM,Long-Tail,3.0,52,520.0,Overstock Risk,Overstock Review / Reduce Replenishment
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,Long-Tail,5.2,90,519.2307692307692,Overstock Risk,Overstock Review / Reduce Replenishment
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,Long-Tail,2.6666666666666665,46,517.5000000000001,Overstock Risk,Overstock Review / Reduce Replenishment
85089,CANDY SPOT BUNNY,Long-Tail,3.25,56,516.9230769230769,Overstock Risk,Overstock Review / Reduce Replenishment
90201D,GREEN ENAMEL FLOWER RING,Long-Tail,5.923076923076923,102,516.6233766233765,Overstock Risk,Overstock Review / Reduce Replenishment
20696,FLORAL SOFT CAR TOY,Long-Tail,6.0,103,515.0,Overstock Risk,Overstock Review / Reduce Replenishment
84352,SILVER CHRISTMAS TREE BAUBLE STAND,Long-Tail,5.666666666666667,97,513.5294117647059,Overstock Risk,Overstock Review / Reduce Replenishment
84707B,PINK JEWELLED MIRROR TRINKET TRAY,Long-Tail,4.857142857142857,83,512.6470588235295,Overstock Risk,Overstock Review / Reduce Replenishment
85035c,ROSE 3 WICK MORRIS BOX CANDLE,Long-Tail,1.0,17,510.0,Overstock Risk,Overstock Review / Reduce Replenishment
85024C,PINK SMALL JEWELLED PHOTOFRAME,Long-Tail,2.0,34,510.0,Overstock Risk,Overstock Review / Reduce Replenishment
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,Long-Tail,1.0,17,510.0,Overstock Risk,Overstock Review / Reduce Replenishment
72802c,VANILLA SCENT CANDLE JEWELLED BOX,Long-Tail,1.0,17,510.0,Overstock Risk,Overstock Review / Reduce Replenishment
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,Long-Tail,2.0,34,510.0,Overstock Risk,Overstock Review / Reduce Replenishment
23628,SET 10 CARDS TRIANGLE ICONS  17220,Long-Tail,1.0,17,510.0,Overstock Risk,Overstock Review / Reduce Replenishment
90214N,"LETTER ""N"" BLING KEY RING",Long-Tail,3.4166666666666665,58,509.2682926829268,Overstock Risk,Overstock Review / Reduce Replenishment
21476,STEEL SWEETHEART ROUND TABLE CREAM,Long-Tail,4.555555555555555,77,507.0731707317073,Overstock Risk,Overstock Review / Reduce Replenishment
47589,CONGRATULATIONS BUNTING,Long-Tail,4.333333333333333,73,505.3846153846154,Overstock Risk,Overstock Review / Reduce Replenishment
21629,SQUARE FLOOR CUSHION VINTAGE RED,Long-Tail,5.461538461538462,92,505.3521126760564,Overstock Risk,Overstock Review / Reduce Replenishment
84206C,CHAMPAGNE TRAY BLANK CARD,Long-Tail,4.0,67,502.5,Overstock Risk,Overstock Review / Reduce Replenishment
90214J,"LETTER ""J"" BLING KEY RING",Long-Tail,5.916666666666667,99,501.97183098591546,Overstock Risk,Overstock Review / Reduce Replenishment
21360,JOY LARGE WOOD LETTERS,Long-Tail,5.571428571428571,93,500.76923076923083,Overstock Risk,Overstock Review / Reduce Replenishment
85132b,CHARLIE AND LOLA TABLE TINS,Long-Tail,3.0,50,500.0,Overstock Risk,Overstock Review / Reduce Replenishment
90197B,BLACK GLASS BRACELET W HEART CHARMS,Long-Tail,3.1818181818181817,53,499.7142857142858,Overstock Risk,Overstock Review / Reduce Replenishment
22887,NUMBER TILE VINTAGE FONT 8,Long-Tail,6.5,108,498.46153846153845,Overstock Risk,Overstock Review / Reduce Replenishment
90176E,DIAMANTE NECKLACE GREEN,Long-Tail,1.3333333333333333,22,495.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
22879,NUMBER TILE VINTAGE FONT 0,Long-Tail,7.0,115,492.85714285714283,Overstock Risk,Overstock Review / Reduce Replenishment
90199C,5 STRAND GLASS NECKLACE CRYSTAL,Long-Tail,3.1666666666666665,52,492.63157894736844,Overstock Risk,Overstock Review / Reduce Replenishment
90124C,GREEN MURANO TWIST NECKLACE,Long-Tail,1.8333333333333333,30,490.90909090909093,Overstock Risk,Overstock Review / Reduce Replenishment
47341B,BLUE TABLE RUN FLOWER,Long-Tail,6.428571428571429,105,489.99999999999994,Overstock Risk,Overstock Review / Reduce Replenishment
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",Long-Tail,1.6666666666666667,27,485.99999999999994,Overstock Risk,Overstock Review / Reduce Replenishment
84497,BUTTONS AND STRIPES NOTEBOOK,Long-Tail,2.6,42,484.6153846153846,Overstock Risk,Overstock Review / Reduce Replenishment
46776e,WOVEN CANDY CUSHION COVER,Long-Tail,1.0,16,480.0,Overstock Risk,Overstock Review / Reduce Replenishment
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,Long-Tail,1.0,16,480.0,Overstock Risk,Overstock Review / Reduce Replenishment
84679,CLASSICAL ROSE TABLE LAMP,Long-Tail,3.0,48,480.0,Overstock Risk,Overstock Review / Reduce Replenishment
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,Long-Tail,1.0,16,480.0,Overstock Risk,Overstock Review / Reduce Replenishment
90120C,GREEN MURANO TWIST BRACELET,Long-Tail,5.1,81,476.47058823529414,Overstock Risk,Overstock Review / Reduce Replenishment
22802,FAUX FUR CHOCOLATE THROW,Long-Tail,7.25,113,467.58620689655174,Overstock Risk,Overstock Review / Reduce Replenishment
82605,OLD DOC RUSSEL METAL SIGN,Long-Tail,7.0,109,467.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
90116,FRUIT SALAD BAG CHARM,Long-Tail,5.333333333333333,83,466.87500000000006,Overstock Risk,Overstock Review / Reduce Replenishment
84874B,BLUE TRAVEL FIRST AID KIT,Long-Tail,5.857142857142857,91,466.0975609756098,Overstock Risk,Overstock Review / Reduce Replenishment
84927A,WAKE UP COCKEREL TILE HOOK,Long-Tail,6.25,97,465.59999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
84907,PINK YELLOW PATCH CUSHION COVER,Long-Tail,3.625,56,463.44827586206895,Overstock Risk,Overstock Review / Reduce Replenishment
84592,CROCHET ROSE PURSE WITH SUEDE BACK,Long-Tail,7.6,117,461.842105263158,Overstock Risk,Overstock Review / Reduce Replenishment
90161B,ANT COPPER TURQ BOUDICCA BRACELET,Long-Tail,7.6,117,461.842105263158,Overstock Risk,Overstock Review / Reduce Replenishment
85114b,IVORY ENCHANTED FOREST PLACEMAT,Long-Tail,4.0,61,457.5,Overstock Risk,Overstock Review / Reduce Replenishment
90151,SILVER/NATURAL SHELL NECKLACE,Long-Tail,4.0,61,457.5,Overstock Risk,Overstock Review / Reduce Replenishment
81950V,FLOWER PURPLE CLOCK W/SUCKER,Long-Tail,5.0,76,456.0,Overstock Risk,Overstock Review / Reduce Replenishment
20657,TROPICAL LUGGAGE TAG,Long-Tail,6.083333333333333,92,453.6986301369863,Overstock Risk,Overstock Review / Reduce Replenishment
90038C,GLASS AND BEADS BRACELET IVORY,Long-Tail,2.25,34,453.33333333333337,Overstock Risk,Overstock Review / Reduce Replenishment
16207A,PINK STRAWBERRY HANDBAG,Long-Tail,7.5,113,452.0,Overstock Risk,Overstock Review / Reduce Replenishment
21763,VINTAGE WOODEN BAR STOOL,Long-Tail,2.0,30,450.0,Overstock Risk,Overstock Review / Reduce Replenishment
20793,BLUE TILED TRAY,Long-Tail,2.0,30,450.0,Overstock Risk,Overstock Review / Reduce Replenishment
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,Long-Tail,5.0,75,450.0,Overstock Risk,Overstock Review / Reduce Replenishment
21336,GOLD WASHBAG,Long-Tail,6.75,101,448.88888888888886,Overstock Risk,Overstock Review / Reduce Replenishment
23637,SET 10 CARDS OUT OF ORDER 17216,Long-Tail,2.75,41,447.2727272727273,Overstock Risk,Overstock Review / Reduce Replenishment
72709,IVORY SCULPTED RND CANDLE,Long-Tail,7.333333333333333,109,445.90909090909093,Overstock Risk,Overstock Review / Reduce Replenishment
37330,BIG POLKADOT MUG,Long-Tail,6.0,89,445.0,Overstock Risk,Overstock Review / Reduce Replenishment
20819,SILVER TEDDY BEAR,Long-Tail,7.111111111111111,105,442.96875000000006,Overstock Risk,Overstock Review / Reduce Replenishment
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,Long-Tail,4.615384615384615,68,442.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
20617,FIRST CLASS PASSPORT COVER,Regular,7.75,114,441.2903225806451,Overstock Risk,Overstock Review / Reduce Replenishment
84924A,WAKE UP COCKEREL CALENDAR SIGN,Long-Tail,7.363636363636363,108,440.0,Overstock Risk,Overstock Review / Reduce Replenishment
23623,SET 10 CARD CHRISTMAS WELCOME 17112,Long-Tail,2.6666666666666665,39,438.75000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
84989a,75 GREEN FAIRY CAKE CASES,Long-Tail,4.666666666666667,68,437.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
90104,PURPLE FRANGIPANI HAIRCLIP,Long-Tail,7.0,102,437.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
84631,FRUIT TREE AND BIRDS WALL PLAQUE,Long-Tail,6.666666666666667,97,436.49999999999994,Overstock Risk,Overstock Review / Reduce Replenishment
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,Long-Tail,2.8333333333333335,41,434.1176470588235,Overstock Risk,Overstock Review / Reduce Replenishment
20795,LARGE BLUE PROVENCAL CERAMIC BALL,Long-Tail,8.166666666666666,118,433.4693877551021,Overstock Risk,Overstock Review / Reduce Replenishment
23603,SET 10 CARD KRAFT REINDEER 17084,Long-Tail,6.666666666666667,96,431.99999999999994,Overstock Risk,Overstock Review / Reduce Replenishment
90196B,BLACK GEMSTONE NECKLACE 45CM,Long-Tail,1.6666666666666667,24,431.99999999999994,Overstock Risk,Overstock Review / Reduce Replenishment
20941,FROG CANDLE,Long-Tail,8.0,115,431.25,Overstock Risk,Overstock Review / Reduce Replenishment
90120A,PINK MURANO TWIST BRACELET,Long-Tail,3.5,50,428.57142857142856,Overstock Risk,Overstock Review / Reduce Replenishment
90185B,AMETHYST DIAMANTE EXPANDABLE RING,Long-Tail,2.875,41,427.8260869565217,Overstock Risk,Overstock Review / Reduce Replenishment
35909B,PINK FLOWERS RABBIT EASTER,Long-Tail,4.0,57,427.5,Overstock Risk,Overstock Review / Reduce Replenishment
84921,CREAM AND PINK FLOWERS PONY,Long-Tail,2.75,39,425.4545454545455,Overstock Risk,Overstock Review / Reduce Replenishment
37444C,PINK BREAKFAST CUP AND SAUCER,Long-Tail,7.0,99,424.2857142857143,Overstock Risk,Overstock Review / Reduce Replenishment
21000,ROSE DU SUD COSMETICS BAG,Regular,8.0,113,423.75,Overstock Risk,Overstock Review / Reduce Replenishment
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Long-Tail,4.111111111111111,58,423.24324324324334,Overstock Risk,Overstock Review / Reduce Replenishment
84658,WHITE STITCHED CUSHION COVER,Long-Tail,6.333333333333333,89,421.57894736842104,Overstock Risk,Overstock Review / Reduce Replenishment
23652,SET 10 CARD CHRISTMAS STAMPS 16963,Long-Tail,2.0,28,420.0,Overstock Risk,Overstock Review / Reduce Replenishment
90182C,BLACK 3 BEAD DROP EARRINGS,Long-Tail,2.0,28,420.0,Overstock Risk,Overstock Review / Reduce Replenishment
21128,GOLD FISHING GNOME,Long-Tail,5.666666666666667,79,418.235294117647,Overstock Risk,Overstock Review / Reduce Replenishment
22878,NUMBER TILE COTTAGE GARDEN NO,Long-Tail,6.25,87,417.59999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
90031,BILI NUT AND WOOD NECKLACE,Long-Tail,8.333333333333334,116,417.59999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
35649,VINTAGE BEAD COSMETIC BAG,Long-Tail,7.125,99,416.8421052631579,Overstock Risk,Overstock Review / Reduce Replenishment
84415B,BLUE FLOCK CUSHION COVER,Long-Tail,2.6666666666666665,37,416.25000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
84732D,CUTE RABBIT CEATURE SCREEN,Long-Tail,5.5,76,414.54545454545456,Overstock Risk,Overstock Review / Reduce Replenishment
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,Long-Tail,5.5,76,414.54545454545456,Overstock Risk,Overstock Review / Reduce Replenishment
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,Long-Tail,4.5,62,413.33333333333337,Overstock Risk,Overstock Review / Reduce Replenishment
90014A,SILVER/MOP ORBIT NECKLACE,Long-Tail,2.25,31,413.33333333333337,Overstock Risk,Overstock Review / Reduce Replenishment
71510,SQUARE METAL CANDLEHOLDER BASE,Long-Tail,8.666666666666666,119,411.92307692307696,Overstock Risk,Overstock Review / Reduce Replenishment
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,Long-Tail,6.375,87,409.4117647058824,Overstock Risk,Overstock Review / Reduce Replenishment
20694,FLORAL PINK MONSTER,Long-Tail,4.777777777777778,65,408.1395348837209,Overstock Risk,Overstock Review / Reduce Replenishment
20934,SET/3 POT PLANT CANDLES,Long-Tail,6.181818181818182,84,407.64705882352945,Overstock Risk,Overstock Review / Reduce Replenishment
84919,BLUE CUSHION COVER WITH FLOWER,Long-Tail,7.25,98,405.51724137931035,Overstock Risk,Overstock Review / Reduce Replenishment
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,Long-Tail,4.0,54,405.0,Overstock Risk,Overstock Review / Reduce Replenishment
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,Long-Tail,2.0,27,405.0,Overstock Risk,Overstock Review / Reduce Replenishment
85067,CREAM SWEETHEART WALL CABINET,Long-Tail,3.5,47,402.85714285714283,Overstock Risk,Overstock Review / Reduce Replenishment
84673A,PINK FLY SWAT,Regular,8.363636363636363,112,401.7391304347827,Overstock Risk,Overstock Review / Reduce Replenishment
22125,UNION JACK HOT WATER BOTTLE,Long-Tail,6.5,87,401.53846153846155,Overstock Risk,Overstock Review / Reduce Replenishment
20906,VINTAGE NOTEBOOK BEAUTY GIRL,Long-Tail,1.5,20,400.0,Overstock Risk,Overstock Review / Reduce Replenishment
20763,DAISY SKETCHBOOK,Long-Tail,6.083333333333333,81,399.45205479452056,Overstock Risk,Overstock Review / Reduce Replenishment
71215,METAL BASE FOR CANDLES,Long-Tail,5.5,73,398.1818181818182,Overstock Risk,Overstock Review / Reduce Replenishment
22869,NUMBER TILE COTTAGE GARDEN 1,Regular,8.0,106,397.5,Overstock Risk,Overstock Review / Reduce Replenishment
79157V,UBO-LIGHT TRIOBASE PURPLE,Long-Tail,2.5,33,396.0,Overstock Risk,Overstock Review / Reduce Replenishment
90214K,"LETTER ""K"" BLING KEY RING",Long-Tail,6.0,79,395.0,Overstock Risk,Overstock Review / Reduce Replenishment
72783,BLACK SIL'T SQU CANDLE PLATE,Long-Tail,8.0,105,393.75,Overstock Risk,Overstock Review / Reduce Replenishment
90161D,ANT COPPER PINK BOUDICCA BRACELET,Long-Tail,6.4,84,393.75,Overstock Risk,Overstock Review / Reduce Replenishment
85018D,YULETIDE IMAGES S/6 PAPER BOXES,Long-Tail,6.0,78,390.0,Overstock Risk,Overstock Review / Reduce Replenishment
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,Long-Tail,2.0,26,390.0,Overstock Risk,Overstock Review / Reduce Replenishment
90129A,PINK GLASS TASSLE BAG CHARM,Long-Tail,5.625,73,389.3333333333333,Overstock Risk,Overstock Review / Reduce Replenishment
85014a,BLACK/BLUE POLKADOT UMBRELLA,Long-Tail,2.25,29,386.6666666666667,Overstock Risk,Overstock Review / Reduce Replenishment
84616,SILVER ROCCOCO CHANDELIER,Long-Tail,2.3333333333333335,30,385.7142857142857,Overstock Risk,Overstock Review / Reduce Replenishment
