invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,invoice_date_only,invoice_month,invoice_week,revenue
557483,POST,POSTAGE,1,2011-06-20 14:17:00,18.0,12643.0,France,2011-06-20,2011-06,2011-06-20/2011-06-26,18.0
557489,POST,POSTAGE,3,2011-06-20 14:58:00,18.0,12490.0,France,2011-06-20,2011-06,2011-06-20/2011-06-26,54.0
557493,DOT,DOTCOM POSTAGE,1,2011-06-20 15:18:00,132.33,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,132.33
557494,DOT,DOTCOM POSTAGE,1,2011-06-20 15:19:00,182.38,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,182.38
557495,DOT,DOTCOM POSTAGE,1,2011-06-20 15:19:00,26.33,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,26.33
557496,DOT,DOTCOM POSTAGE,1,2011-06-20 15:19:00,101.17,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,101.17
557497,DOT,DOTCOM POSTAGE,1,2011-06-20 15:20:00,46.13,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,46.13
557500,DOT,DOTCOM POSTAGE,1,2011-06-20 15:27:00,167.02,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,167.02
557502,DOT,DOTCOM POSTAGE,1,2011-06-20 15:32:00,173.3,,United Kingdom,2011-06-20,2011-06,2011-06-20/2011-06-26,173.3
557525,POST,POSTAGE,3,2011-06-21 09:26:00,15.0,12759.0,Netherlands,2011-06-21,2011-06,2011-06-20/2011-06-26,45.0
557569,POST,POSTAGE,2,2011-06-21 10:46:00,18.0,12474.0,Germany,2011-06-21,2011-06,2011-06-20/2011-06-26,36.0
557627,POST,POSTAGE,1,2011-06-21 14:30:00,18.0,12583.0,France,2011-06-21,2011-06,2011-06-20/2011-06-26,18.0
557641,DOT,DOTCOM POSTAGE,1,2011-06-21 16:35:00,75.71,,United Kingdom,2011-06-21,2011-06,2011-06-20/2011-06-26,75.71
557642,DOT,DOTCOM POSTAGE,1,2011-06-21 16:35:00,88.75,,United Kingdom,2011-06-21,2011-06,2011-06-20/2011-06-26,88.75
557643,DOT,DOTCOM POSTAGE,1,2011-06-21 16:36:00,129.08,,United Kingdom,2011-06-21,2011-06,2011-06-20/2011-06-26,129.08
557644,DOT,DOTCOM POSTAGE,1,2011-06-21 17:06:00,138.46,,United Kingdom,2011-06-21,2011-06,2011-06-20/2011-06-26,138.46
557645,DOT,DOTCOM POSTAGE,1,2011-06-21 17:08:00,87.75,,United Kingdom,2011-06-21,2011-06,2011-06-20/2011-06-26,87.75
557669,POST,POSTAGE,2,2011-06-22 09:43:00,18.0,12674.0,France,2011-06-22,2011-06,2011-06-20/2011-06-26,36.0
557675,POST,POSTAGE,1,2011-06-22 10:27:00,15.0,,Hong Kong,2011-06-22,2011-06,2011-06-20/2011-06-26,15.0
557734,POST,POSTAGE,2,2011-06-22 11:20:00,18.0,12684.0,France,2011-06-22,2011-06,2011-06-20/2011-06-26,36.0
557754,POST,POSTAGE,1,2011-06-22 13:12:00,700.0,12432.0,Norway,2011-06-22,2011-06,2011-06-20/2011-06-26,700.0
557768,POST,POSTAGE,1,2011-06-22 14:26:00,3.01,,United Kingdom,2011-06-22,2011-06,2011-06-20/2011-06-26,3.01
557789,POST,POSTAGE,3,2011-06-22 16:32:00,15.0,12379.0,Belgium,2011-06-22,2011-06,2011-06-20/2011-06-26,45.0
557803,POST,POSTAGE,1,2011-06-23 10:20:00,40.0,12704.0,Finland,2011-06-23,2011-06,2011-06-20/2011-06-26,40.0
557850,POST,POSTAGE,2,2011-06-23 10:56:00,18.0,12720.0,Germany,2011-06-23,2011-06,2011-06-20/2011-06-26,36.0
557884,M,MANUAL,1,2011-06-23 13:35:00,1.25,17759.0,United Kingdom,2011-06-23,2011-06,2011-06-20/2011-06-26,1.25
557885,POST,POSTAGE,2,2011-06-23 13:37:00,15.0,12465.0,Belgium,2011-06-23,2011-06,2011-06-20/2011-06-26,30.0
557889,POST,POSTAGE,2,2011-06-23 13:51:00,18.0,12412.0,Denmark,2011-06-23,2011-06,2011-06-20/2011-06-26,36.0
557937,DOT,DOTCOM POSTAGE,1,2011-06-23 15:30:00,157.81,,United Kingdom,2011-06-23,2011-06,2011-06-20/2011-06-26,157.81
557938,DOT,DOTCOM POSTAGE,1,2011-06-23 15:35:00,159.78,,United Kingdom,2011-06-23,2011-06,2011-06-20/2011-06-26,159.78
557939,POST,POSTAGE,2,2011-06-23 15:44:00,40.0,12697.0,Sweden,2011-06-23,2011-06,2011-06-20/2011-06-26,80.0
557972,POST,POSTAGE,2,2011-06-24 10:16:00,18.0,12500.0,Germany,2011-06-24,2011-06,2011-06-20/2011-06-26,36.0
558041,POST,POSTAGE,3,2011-06-24 13:20:00,40.0,12422.0,Switzerland,2011-06-24,2011-06,2011-06-20/2011-06-26,120.0
558045,POST,POSTAGE,3,2011-06-24 13:35:00,18.0,12615.0,France,2011-06-24,2011-06,2011-06-20/2011-06-26,54.0
558047,M,MANUAL,1,2011-06-24 13:51:00,542.2,,EIRE,2011-06-24,2011-06,2011-06-20/2011-06-26,542.2
558066,DOT,DOTCOM POSTAGE,1,2011-06-24 15:45:00,150.77,,United Kingdom,2011-06-24,2011-06,2011-06-20/2011-06-26,150.77
558068,DOT,DOTCOM POSTAGE,1,2011-06-24 15:51:00,150.71,,United Kingdom,2011-06-24,2011-06,2011-06-20/2011-06-26,150.71
558089,POST,POSTAGE,3,2011-06-26 12:36:00,40.0,13505.0,Switzerland,2011-06-26,2011-06,2011-06-20/2011-06-26,120.0
558108,POST,POSTAGE,1,2011-06-26 15:35:00,28.0,12548.0,Spain,2011-06-26,2011-06,2011-06-20/2011-06-26,28.0
558116,DOT,DOTCOM POSTAGE,1,2011-06-27 09:11:00,200.58,,United Kingdom,2011-06-27,2011-06,2011-06-27/2011-07-03,200.58
558117,DOT,DOTCOM POSTAGE,1,2011-06-27 09:11:00,62.46,,United Kingdom,2011-06-27,2011-06,2011-06-27/2011-07-03,62.46
558118,DOT,DOTCOM POSTAGE,1,2011-06-27 09:11:00,131.58,,United Kingdom,2011-06-27,2011-06,2011-06-27/2011-07-03,131.58
558119,DOT,DOTCOM POSTAGE,1,2011-06-27 09:12:00,189.79,,United Kingdom,2011-06-27,2011-06,2011-06-27/2011-07-03,189.79
558120,DOT,DOTCOM POSTAGE,1,2011-06-27 09:12:00,55.08,,United Kingdom,2011-06-27,2011-06,2011-06-27/2011-07-03,55.08
558124,POST,POSTAGE,1,2011-06-27 10:17:00,18.0,12493.0,France,2011-06-27,2011-06,2011-06-27/2011-07-03,18.0
558240,DOT,DOTCOM POSTAGE,1,2011-06-27 15:27:00,147.53,,United Kingdom,2011-06-27,2011-06,2011-06-27/2011-07-03,147.53
558316,DOT,DOTCOM POSTAGE,1,2011-06-28 11:45:00,107.58,,United Kingdom,2011-06-28,2011-06,2011-06-27/2011-07-03,107.58
558319,DOT,DOTCOM POSTAGE,1,2011-06-28 11:53:00,58.33,,United Kingdom,2011-06-28,2011-06,2011-06-27/2011-07-03,58.33
558321,DOT,DOTCOM POSTAGE,1,2011-06-28 11:53:00,81.33,,United Kingdom,2011-06-28,2011-06,2011-06-27/2011-07-03,81.33
558334,POST,POSTAGE,1,2011-06-28 13:11:00,18.0,12599.0,France,2011-06-28,2011-06,2011-06-27/2011-07-03,18.0
558340,M,MANUAL,1,2011-06-28 14:01:00,481.45,,United Kingdom,2011-06-28,2011-06,2011-06-27/2011-07-03,481.45
558381,M,MANUAL,1,2011-06-28 17:01:00,600.0,15299.0,United Kingdom,2011-06-28,2011-06,2011-06-27/2011-07-03,600.0
558461,M,MANUAL,2,2011-06-29 15:03:00,1.95,13263.0,United Kingdom,2011-06-29,2011-06,2011-06-27/2011-07-03,3.9
558475,DOT,DOTCOM POSTAGE,1,2011-06-29 15:58:00,858.46,,United Kingdom,2011-06-29,2011-06,2011-06-27/2011-07-03,858.46
558479,M,MANUAL,2,2011-06-29 16:44:00,2.95,17837.0,United Kingdom,2011-06-29,2011-06,2011-06-27/2011-07-03,5.9
558608,POST,POSTAGE,1,2011-06-30 15:30:00,18.0,12524.0,Germany,2011-06-30,2011-06,2011-06-27/2011-07-03,18.0
558614,DOT,DOTCOM POSTAGE,1,2011-06-30 15:56:00,264.65,,United Kingdom,2011-06-30,2011-06,2011-06-27/2011-07-03,264.65
558623,POST,POSTAGE,1,2011-06-30 16:52:00,15.0,12395.0,Belgium,2011-06-30,2011-06,2011-06-27/2011-07-03,15.0
558626,POST,POSTAGE,1,2011-06-30 17:34:00,18.0,12569.0,Germany,2011-06-30,2011-06,2011-06-27/2011-07-03,18.0
558628,POST,POSTAGE,5,2011-06-30 17:59:00,18.0,12626.0,Germany,2011-06-30,2011-06,2011-06-27/2011-07-03,90.0
558679,M,MANUAL,1,2011-07-01 10:58:00,1.0,17800.0,United Kingdom,2011-07-01,2011-07,2011-06-27/2011-07-03,1.0
558680,DOT,DOTCOM POSTAGE,1,2011-07-01 11:19:00,64.88,,United Kingdom,2011-07-01,2011-07,2011-06-27/2011-07-03,64.88
558681,DOT,DOTCOM POSTAGE,1,2011-07-01 11:20:00,65.67,,United Kingdom,2011-07-01,2011-07,2011-06-27/2011-07-03,65.67
558682,DOT,DOTCOM POSTAGE,1,2011-07-01 11:20:00,126.54,,United Kingdom,2011-07-01,2011-07,2011-06-27/2011-07-03,126.54
558683,DOT,DOTCOM POSTAGE,1,2011-07-01 11:23:00,112.5,,United Kingdom,2011-07-01,2011-07,2011-06-27/2011-07-03,112.5
558687,POST,POSTAGE,1,2011-07-01 11:43:00,18.0,12598.0,France,2011-07-01,2011-07,2011-06-27/2011-07-03,18.0
558699,POST,POSTAGE,1,2011-07-01 12:17:00,18.0,12494.0,France,2011-07-01,2011-07,2011-06-27/2011-07-03,18.0
558715,M,MANUAL,1,2011-07-01 13:18:00,116.69,,United Kingdom,2011-07-01,2011-07,2011-06-27/2011-07-03,116.69
558717,POST,POSTAGE,1,2011-07-01 13:22:00,18.0,12710.0,Germany,2011-07-01,2011-07,2011-06-27/2011-07-03,18.0
558774,DOT,DOTCOM POSTAGE,1,2011-07-04 10:17:00,206.66,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,206.66
558777,DOT,DOTCOM POSTAGE,1,2011-07-04 10:23:00,304.24,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,304.24
558808,DOT,DOTCOM POSTAGE,1,2011-07-04 11:10:00,42.75,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,42.75
558809,DOT,DOTCOM POSTAGE,1,2011-07-04 11:10:00,146.5,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,146.5
558810,DOT,DOTCOM POSTAGE,1,2011-07-04 11:11:00,196.79,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,196.79
558811,DOT,DOTCOM POSTAGE,1,2011-07-04 11:11:00,57.63,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,57.63
558813,POST,POSTAGE,3,2011-07-04 11:42:00,18.0,12682.0,France,2011-07-04,2011-07,2011-07-04/2011-07-10,54.0
558835,DOT,DOTCOM POSTAGE,1,2011-07-04 11:58:00,54.25,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,54.25
558837,DOT,DOTCOM POSTAGE,1,2011-07-04 11:58:00,117.63,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,117.63
558841,M,MANUAL,1,2011-07-04 11:59:00,30.0,12471.0,Germany,2011-07-04,2011-07,2011-07-04/2011-07-10,30.0
558875,M,MANUAL,2,2011-07-04 13:35:00,8.95,13301.0,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,17.9
558895,M,MANUAL,1,2011-07-04 15:54:00,389.68,12619.0,Germany,2011-07-04,2011-07,2011-07-04/2011-07-10,389.68
558904,DOT,DOTCOM POSTAGE,1,2011-07-04 16:18:00,306.35,,United Kingdom,2011-07-04,2011-07,2011-07-04/2011-07-10,306.35
559004,POST,POSTAGE,4,2011-07-05 12:23:00,40.0,12428.0,Finland,2011-07-05,2011-07,2011-07-04/2011-07-10,160.0
559039,DOT,DOTCOM POSTAGE,1,2011-07-05 15:32:00,116.71,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,116.71
559040,DOT,DOTCOM POSTAGE,1,2011-07-05 15:33:00,39.5,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,39.5
559041,DOT,DOTCOM POSTAGE,1,2011-07-05 15:33:00,24.67,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,24.67
559042,DOT,DOTCOM POSTAGE,1,2011-07-05 15:34:00,75.67,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,75.67
559043,DOT,DOTCOM POSTAGE,1,2011-07-05 15:35:00,158.71,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,158.71
559051,DOT,DOTCOM POSTAGE,1,2011-07-05 16:47:00,201.84,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,201.84
559052,DOT,DOTCOM POSTAGE,1,2011-07-05 16:53:00,576.18,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,576.18
559055,DOT,DOTCOM POSTAGE,1,2011-07-05 17:09:00,531.65,,United Kingdom,2011-07-05,2011-07,2011-07-04/2011-07-10,531.65
559058,POST,POSTAGE,6,2011-07-06 09:49:00,15.0,12407.0,Belgium,2011-07-06,2011-07,2011-07-04/2011-07-10,90.0
559106,M,MANUAL,2,2011-07-06 11:10:00,7.95,15889.0,United Kingdom,2011-07-06,2011-07,2011-07-04/2011-07-10,15.9
559107,M,MANUAL,1,2011-07-06 11:22:00,2.95,15334.0,United Kingdom,2011-07-06,2011-07,2011-07-04/2011-07-10,2.95
559134,POST,POSTAGE,5,2011-07-06 13:14:00,18.0,12700.0,France,2011-07-06,2011-07,2011-07-04/2011-07-10,90.0
559135,POST,POSTAGE,1,2011-07-06 13:18:00,28.0,12455.0,Spain,2011-07-06,2011-07,2011-07-04/2011-07-10,28.0
559162,DOT,DOTCOM POSTAGE,1,2011-07-06 16:29:00,231.61,,United Kingdom,2011-07-06,2011-07,2011-07-04/2011-07-10,231.61
559163,DOT,DOTCOM POSTAGE,1,2011-07-06 16:33:00,240.41,,United Kingdom,2011-07-06,2011-07,2011-07-04/2011-07-10,240.41
559173,POST,POSTAGE,2,2011-07-07 10:03:00,28.0,12540.0,Spain,2011-07-07,2011-07,2011-07-04/2011-07-10,56.0
559295,POST,POSTAGE,2,2011-07-07 12:32:00,15.0,12362.0,Belgium,2011-07-07,2011-07,2011-07-04/2011-07-10,30.0
559298,POST,POSTAGE,6,2011-07-07 12:38:00,18.0,12471.0,Germany,2011-07-07,2011-07,2011-07-04/2011-07-10,108.0
559316,POST,POSTAGE,1,2011-07-07 13:54:00,18.0,12647.0,Germany,2011-07-07,2011-07,2011-07-04/2011-07-10,18.0
559337,DOT,DOTCOM POSTAGE,1,2011-07-07 16:27:00,298.31,,United Kingdom,2011-07-07,2011-07,2011-07-04/2011-07-10,298.31
559338,DOT,DOTCOM POSTAGE,1,2011-07-07 16:30:00,296.61,,United Kingdom,2011-07-07,2011-07,2011-07-04/2011-07-10,296.61
559362,POST,POSTAGE,3,2011-07-08 08:43:00,18.0,12635.0,Germany,2011-07-08,2011-07,2011-07-04/2011-07-10,54.0
559418,POST,POSTAGE,3,2011-07-08 11:36:00,18.0,12681.0,France,2011-07-08,2011-07,2011-07-04/2011-07-10,54.0
559421,POST,POSTAGE,1,2011-07-08 11:55:00,18.0,12648.0,Germany,2011-07-08,2011-07,2011-07-04/2011-07-10,18.0
559422,POST,POSTAGE,2,2011-07-08 12:00:00,18.0,12553.0,France,2011-07-08,2011-07,2011-07-04/2011-07-10,36.0
559441,POST,POSTAGE,2,2011-07-08 12:22:00,18.0,12583.0,France,2011-07-08,2011-07,2011-07-04/2011-07-10,36.0
559488,DOT,DOTCOM POSTAGE,1,2011-07-08 13:52:00,191.67,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,191.67
559489,DOT,DOTCOM POSTAGE,1,2011-07-08 13:52:00,69.0,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,69.0
559490,DOT,DOTCOM POSTAGE,1,2011-07-08 13:53:00,3.29,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,3.29
559491,DOT,DOTCOM POSTAGE,1,2011-07-08 13:53:00,164.54,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,164.54
559492,DOT,DOTCOM POSTAGE,1,2011-07-08 13:53:00,56.04,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,56.04
559493,DOT,DOTCOM POSTAGE,1,2011-07-08 13:53:00,166.96,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,166.96
559494,DOT,DOTCOM POSTAGE,1,2011-07-08 13:54:00,69.92,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,69.92
559496,DOT,DOTCOM POSTAGE,1,2011-07-08 13:54:00,19.75,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,19.75
559497,DOT,DOTCOM POSTAGE,1,2011-07-08 13:54:00,142.29,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,142.29
559504,M,MANUAL,2,2011-07-08 15:16:00,0.79,15920.0,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,1.58
559506,DOT,DOTCOM POSTAGE,1,2011-07-08 15:17:00,319.82,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,319.82
559511,M,MANUAL,3,2011-07-08 15:31:00,0.79,15920.0,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,2.37
559514,DOT,DOTCOM POSTAGE,1,2011-07-08 15:57:00,57.67,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,57.67
559515,DOT,DOTCOM POSTAGE,1,2011-07-08 15:58:00,36.17,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,36.17
559517,DOT,DOTCOM POSTAGE,1,2011-07-08 16:11:00,16.42,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,16.42
559518,DOT,DOTCOM POSTAGE,1,2011-07-08 16:11:00,92.88,,United Kingdom,2011-07-08,2011-07,2011-07-04/2011-07-10,92.88
559535,M,MANUAL,1,2011-07-10 12:16:00,3.75,17841.0,United Kingdom,2011-07-10,2011-07,2011-07-04/2011-07-10,3.75
559535,M,MANUAL,1,2011-07-10 12:16:00,0.85,17841.0,United Kingdom,2011-07-10,2011-07,2011-07-04/2011-07-10,0.85
559536,M,MANUAL,2,2011-07-10 12:17:00,0.85,16283.0,United Kingdom,2011-07-10,2011-07,2011-07-04/2011-07-10,1.7
559607,POST,POSTAGE,5,2011-07-11 11:39:00,18.0,12681.0,France,2011-07-11,2011-07,2011-07-11/2011-07-17,90.0
559672,M,MANUAL,4,2011-07-11 14:04:00,0.39,14796.0,United Kingdom,2011-07-11,2011-07,2011-07-11/2011-07-17,1.56
559674,M,MANUAL,3,2011-07-11 14:16:00,0.42,15856.0,United Kingdom,2011-07-11,2011-07,2011-07-11/2011-07-17,1.26
559680,POST,POSTAGE,2,2011-07-11 14:47:00,50.0,12717.0,Greece,2011-07-11,2011-07,2011-07-11/2011-07-17,100.0
559685,POST,POSTAGE,1,2011-07-11 15:22:00,18.0,12599.0,France,2011-07-11,2011-07,2011-07-11/2011-07-17,18.0
559693,DOT,DOTCOM POSTAGE,1,2011-07-11 16:21:00,275.11,,United Kingdom,2011-07-11,2011-07,2011-07-11/2011-07-17,275.11
559699,POST,POSTAGE,1,2011-07-12 08:52:00,18.0,12682.0,France,2011-07-12,2011-07,2011-07-11/2011-07-17,18.0
559704,POST,POSTAGE,4,2011-07-12 09:54:00,18.0,12669.0,France,2011-07-12,2011-07,2011-07-11/2011-07-17,72.0
559707,POST,POSTAGE,2,2011-07-12 10:04:00,40.0,12358.0,Austria,2011-07-12,2011-07,2011-07-11/2011-07-17,80.0
559710,POST,POSTAGE,1,2011-07-12 10:25:00,18.0,12474.0,Germany,2011-07-12,2011-07,2011-07-11/2011-07-17,18.0
559799,DOT,DOTCOM POSTAGE,1,2011-07-12 13:46:00,23.0,,United Kingdom,2011-07-12,2011-07,2011-07-11/2011-07-17,23.0
559800,DOT,DOTCOM POSTAGE,1,2011-07-12 13:46:00,34.5,,United Kingdom,2011-07-12,2011-07,2011-07-11/2011-07-17,34.5
559801,DOT,DOTCOM POSTAGE,1,2011-07-12 13:46:00,90.42,,United Kingdom,2011-07-12,2011-07,2011-07-11/2011-07-17,90.42
559802,DOT,DOTCOM POSTAGE,1,2011-07-12 13:48:00,175.88,,United Kingdom,2011-07-12,2011-07,2011-07-11/2011-07-17,175.88
559816,DOT,DOTCOM POSTAGE,1,2011-07-12 16:11:00,375.64,,United Kingdom,2011-07-12,2011-07,2011-07-11/2011-07-17,375.64
559817,DOT,DOTCOM POSTAGE,1,2011-07-12 16:20:00,169.55,,United Kingdom,2011-07-12,2011-07,2011-07-11/2011-07-17,169.55
559819,POST,POSTAGE,1,2011-07-12 16:58:00,18.0,12682.0,France,2011-07-12,2011-07,2011-07-11/2011-07-17,18.0
559835,POST,POSTAGE,1,2011-07-13 10:08:00,15.0,13509.0,United Kingdom,2011-07-13,2011-07,2011-07-11/2011-07-17,15.0
559862,POST,POSTAGE,4,2011-07-13 10:30:00,28.0,12782.0,Portugal,2011-07-13,2011-07,2011-07-11/2011-07-17,112.0
559889,POST,POSTAGE,1,2011-07-13 11:48:00,145.0,12678.0,France,2011-07-13,2011-07,2011-07-11/2011-07-17,145.0
559890,POST,POSTAGE,1,2011-07-13 11:58:00,15.0,12464.0,Belgium,2011-07-13,2011-07,2011-07-11/2011-07-17,15.0
559899,POST,POSTAGE,3,2011-07-13 12:24:00,18.0,12528.0,Germany,2011-07-13,2011-07,2011-07-11/2011-07-17,54.0
559914,DOT,DOTCOM POSTAGE,1,2011-07-13 15:13:00,198.75,,United Kingdom,2011-07-13,2011-07,2011-07-11/2011-07-17,198.75
559923,DOT,DOTCOM POSTAGE,1,2011-07-13 16:07:00,240.67,,United Kingdom,2011-07-13,2011-07,2011-07-11/2011-07-17,240.67
559928,POST,POSTAGE,8,2011-07-14 08:52:00,40.0,12405.0,Finland,2011-07-14,2011-07,2011-07-11/2011-07-17,320.0
559945,M,MANUAL,1,2011-07-14 10:24:00,18.0,17396.0,United Kingdom,2011-07-14,2011-07,2011-07-11/2011-07-17,18.0
559987,POST,POSTAGE,5,2011-07-14 12:12:00,18.0,12619.0,Germany,2011-07-14,2011-07,2011-07-11/2011-07-17,90.0
559988,M,MANUAL,1,2011-07-14 12:17:00,0.42,15402.0,United Kingdom,2011-07-14,2011-07,2011-07-11/2011-07-17,0.42
560090,DOT,DOTCOM POSTAGE,1,2011-07-14 16:46:00,255.83,,United Kingdom,2011-07-14,2011-07,2011-07-11/2011-07-17,255.83
560119,POST,POSTAGE,2,2011-07-15 10:21:00,40.0,12815.0,Poland,2011-07-15,2011-07,2011-07-11/2011-07-17,80.0
560162,M,MANUAL,1,2011-07-15 11:21:00,10.0,,United Kingdom,2011-07-15,2011-07,2011-07-11/2011-07-17,10.0
560187,POST,POSTAGE,1,2011-07-15 12:05:00,550.94,17444.0,Canada,2011-07-15,2011-07,2011-07-11/2011-07-17,550.94
560202,POST,POSTAGE,4,2011-07-15 13:10:00,18.0,12712.0,Germany,2011-07-15,2011-07,2011-07-11/2011-07-17,72.0
560209,M,MANUAL,1,2011-07-15 14:05:00,0.39,15004.0,United Kingdom,2011-07-15,2011-07,2011-07-11/2011-07-17,0.39
560211,POST,POSTAGE,3,2011-07-15 14:34:00,18.0,12621.0,Germany,2011-07-15,2011-07,2011-07-11/2011-07-17,54.0
560225,DOT,DOTCOM POSTAGE,1,2011-07-15 16:27:00,377.33,,United Kingdom,2011-07-15,2011-07,2011-07-11/2011-07-17,377.33
560228,M,MANUAL,10,2011-07-15 17:29:00,0.85,17750.0,United Kingdom,2011-07-15,2011-07,2011-07-11/2011-07-17,8.5
560230,POST,POSTAGE,2,2011-07-17 10:53:00,18.0,12600.0,Germany,2011-07-17,2011-07,2011-07-11/2011-07-17,36.0
560272,POST,POSTAGE,1,2011-07-17 14:56:00,18.0,12691.0,France,2011-07-17,2011-07,2011-07-11/2011-07-17,18.0
560290,DOT,DOTCOM POSTAGE,1,2011-07-18 10:17:00,82.21,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,82.21
560291,DOT,DOTCOM POSTAGE,1,2011-07-18 10:17:00,120.17,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,120.17
560292,DOT,DOTCOM POSTAGE,1,2011-07-18 10:19:00,88.83,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,88.83
560293,DOT,DOTCOM POSTAGE,1,2011-07-18 10:20:00,153.92,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,153.92
560294,DOT,DOTCOM POSTAGE,1,2011-07-18 10:20:00,49.46,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,49.46
560296,DOT,DOTCOM POSTAGE,1,2011-07-18 10:21:00,135.13,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,135.13
560298,DOT,DOTCOM POSTAGE,1,2011-07-18 10:26:00,177.96,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,177.96
560363,POST,POSTAGE,1,2011-07-18 12:05:00,18.0,12589.0,France,2011-07-18,2011-07,2011-07-18/2011-07-24,18.0
560373,M,MANUAL,1,2011-07-18 12:30:00,4287.63,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,4287.63
560411,M,MANUAL,1,2011-07-18 14:29:00,550.64,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,550.64
560413,M,MANUAL,1,2011-07-18 14:33:00,550.64,13564.0,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,550.64
560419,M,MANUAL,1,2011-07-18 15:03:00,717.23,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,717.23
560421,M,MANUAL,1,2011-07-18 15:13:00,1592.49,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,1592.49
560431,M,MANUAL,1,2011-07-18 15:23:00,611.86,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,611.86
560433,DOT,DOTCOM POSTAGE,1,2011-07-18 15:49:00,188.15,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,188.15
560434,DOT,DOTCOM POSTAGE,1,2011-07-18 15:56:00,323.05,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,323.05
560438,M,MANUAL,1,2011-07-18 16:06:00,294.92,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,294.92
560439,M,MANUAL,1,2011-07-18 16:08:00,705.45,,United Kingdom,2011-07-18,2011-07,2011-07-18/2011-07-24,705.45
560452,POST,POSTAGE,1,2011-07-19 09:51:00,18.0,12682.0,France,2011-07-19,2011-07,2011-07-18/2011-07-24,18.0
560545,POST,POSTAGE,1,2011-07-19 12:38:00,18.0,12569.0,Germany,2011-07-19,2011-07,2011-07-18/2011-07-24,18.0
560549,POST,POSTAGE,2,2011-07-19 12:43:00,40.0,12664.0,Finland,2011-07-19,2011-07,2011-07-18/2011-07-24,80.0
560566,POST,POSTAGE,2,2011-07-19 13:45:00,18.0,12662.0,Germany,2011-07-19,2011-07,2011-07-18/2011-07-24,36.0
