stock_code,description_count,total_units,total_revenue
21311,1,459,181.32999999999998
21313,1,3321,2893.77
21314,1,4246,9798.980000000001
21317,1,111,684.08
21340,1,975,11300.02
21318,1,694,421.78
21319,1,161,175.78
21320,1,197,364.22
21324,1,81,259.67
21326,1,10535,6859.27
21327,1,864,1484.1299999999999
21328,1,1337,2410.43
21329,1,941,1723.6899999999998
21331,1,12,165.74
21332,1,19,268.1
21333,1,56,168.16000000000003
21336,1,27,54.57
21379,1,178,246.82999999999998
21380,1,2165,6307.51
21381,1,1811,3131.24
21446,1,449,630.92
21422,1,1607,1295.0
21424,1,346,1401.02
21425,1,87,320.49
21426,1,256,624.58
21427,1,96,256.44
21428,1,1207,5163.63
21429,1,1740,3391.1499999999996
21430,1,3034,11905.95
21439,1,1430,1767.15
21441,1,421,292.03
21442,1,437,307.94
21445,1,214,267.5
21447,1,969,1478.1
21382,1,1143,1376.53
21448,1,344,592.6199999999999
21452,1,817,2549.11
21454,1,572,485.15999999999997
21455,1,612,516.79
21456,1,171,222.22
21457,1,124,165.89
21458,1,182,256.54
21459,1,76,150.38
21460,1,28,56.779999999999994
21461,1,10,23.86
21462,1,198,932.4
21463,1,649,3435.05
21421,1,299,348.43000000000006
21420,1,53,120.41
21418,1,74,189.75
21417,1,340,629.8000000000001
21383,1,991,751.28
21385,1,3883,3442.45
21386,1,709,285.64
21389,1,1113,964.2299999999999
21390,1,3903,4848.13
21391,1,1069,1055.59
21392,1,34,46.39
21393,1,29,38.67
21394,1,3865,1603.77
21395,1,2838,1139.06
21397,1,1075,550.43
21398,1,1532,729.6
21399,1,2054,869.6099999999999
21400,1,881,128.63
21401,1,1052,151.19
21402,1,1369,185.51999999999998
21403,1,1857,322.18
21407,1,290,1421.11
21408,1,285,1282.81
21410,1,1,8.47
21411,1,785,2961.83
21413,1,48,75.02
21414,1,1,2.1
21415,1,219,446.02000000000004
21416,1,5,18.75
21673,1,4372,6041.2
21676,1,257,245.35999999999999
21286,1,273,362.12
21912,1,1786,7047.7
21898,1,493,1541.11
21900,1,3228,2197.17
21901,1,1828,1277.89
21902,1,1962,1262.3700000000001
21903,1,1160,2490.13
21904,1,50,105.0
21905,1,760,821.61
21906,1,581,4470.8099999999995
21907,1,2371,5027.18
21908,1,3771,7752.22
21910,1,36,59.39999999999999
21911,1,114,203.20999999999998
21913,1,398,1565.83
21896,1,980,2272.79
21914,1,7876,10339.81
21915,1,21903,26294.08
21916,1,4599,1973.49
21917,1,4151,1701.93
21918,1,7199,2950.25
21922,1,898,6944.360000000001
21925,1,403,503.75
21926,1,414,509.9
21927,1,623,771.15
21929,1,11006,23179.06
21930,1,6438,14006.2
21931,1,13651,30764.01
21897,1,405,1268.1899999999998
21895,1,2,12.72
21933,1,2672,4957.43
21876,1,3789,4825.36
21851,1,141,454.99
21864,1,828,2041.69
21865,1,271,618.9300000000001
21866,1,747,1292.38
21867,1,348,480.25
21868,1,2477,3259.75
21870,1,1407,1851.46
21871,1,5453,6679.56
21872,1,1292,1454.98
21873,1,1618,1834.3
21874,1,2974,4141.179999999999
21875,1,2055,2429.38
21877,1,5411,6932.78
21894,1,592,902.08
21878,1,2523,2172.2
21879,1,1176,385.47
21880,1,1903,858.7800000000001
21881,1,1102,383.11
21882,1,704,251.17000000000002
21883,1,1653,725.4200000000001
21884,1,1166,413.76
21888,1,1688,6659.54
21889,1,6390,8847.29
21890,1,1147,3674.11
21891,1,8130,10504.85
21892,1,3192,4317.16
21932,1,2720,4995.38
21934,1,2421,4480.28
21677,1,835,737.8399999999999
22031,1,504,225.59
21992,1,1901,3510.72
21993,1,1937,3355.84
22016,1,1,83.33
22021,1,365,610.4499999999999
22023,1,1206,538.72
22024,1,2406,1023.73
22025,1,1835,761.05
22026,1,1644,712.08
22027,1,4368,1873.71
22028,1,3042,1304.1399999999999
22029,1,8161,3387.5699999999997
22030,1,5527,2237.89
22032,1,427,181.98
21990,1,1672,2870.0
22033,1,337,141.95
22034,1,10,5.02
22035,1,1452,617.3199999999999
22037,1,3929,1695.32
22038,1,475,199.5
22039,1,250,105.0
22040,1,725,304.5
22041,1,4374,11354.56
22042,1,399,168.33
22043,1,1238,304.5
22044,1,816,196.44
22045,1,6527,2673.34
21991,1,635,1080.82
21989,1,2409,2233.1
21935,1,3393,6298.61
21972,1,335,499.08
21936,1,3985,11665.19
21937,1,1707,4898.849999999999
21942,1,287,313.01
21943,1,119,134.48999999999998
21944,1,337,310.19
21945,1,358,373.34
21946,1,86,75.35
21947,1,811,1139.65
21948,1,640,978.23
21949,1,801,1054.44
21955,1,1228,7580.82
21967,1,5271,1582.1499999999999
21973,1,159,230.54999999999998
21988,1,2321,1862.75
21974,1,2219,3545.6
21975,1,12312,6102.51
21976,1,5199,2869.9
21977,1,24820,12226.32
21980,1,6685,2121.18
21981,1,5468,1651.3
21982,1,7173,2215.6099999999997
21983,1,2301,777.67
21984,1,3458,1112.6
21985,1,8775,2729.5099999999998
21986,1,4067,1197.73
21987,1,2113,1346.65
21850,1,129,488.13
21849,1,173,548.93
21847,1,76,178.89
21731,1,14001,23919.78
21716,1,1425,3872.92
21717,1,408,946.93
21718,1,1493,2113.39
21719,1,345,307.44
21720,1,57,48.449999999999996
21721,1,195,179.45999999999998
21722,1,98,95.52999999999999
21723,1,397,350.08
21724,1,408,355.83
21725,1,301,277.24
21726,1,237,204.69
21730,1,517,2514.4300000000003
21733,1,7872,23199.24
21714,1,1651,3010.65
21735,1,212,2577.45
21736,1,80,137.22000000000003
21738,1,46,144.58
21739,1,254,703.08
21741,1,147,480.1700000000001
21742,1,194,1167.58
21743,1,299,887.6500000000001
21744,1,529,1557.65
21745,1,935,3475.73
21746,1,3075,3766.93
21747,1,485,645.61
21749,1,1963,3877.09
21715,1,1330,3507.17
21713,1,786,1817.74
21846,1,424,1206.97
21693,1,361,1107.91
21678,1,125,111.86
21679,1,1140,1028.58
21680,1,868,786.31
21681,1,2,19.9
21682,1,182,930.96
21683,1,310,948.7000000000002
21684,1,771,612.1
21686,1,35,1351.64
21688,1,348,1101.2800000000002
21689,1,95,369.87
21690,1,22,82.5
21692,1,17,63.75
21694,1,307,840.33
21711,1,104,513.02
21695,1,284,857.6800000000001
21696,1,224,672.4000000000001
21698,1,296,164.17
21700,1,1726,2334.94
21703,1,9390,3528.89
21704,1,5144,4039.2799999999997
21705,1,1459,1462.1699999999998
21706,1,346,1616.81
21707,1,160,763.6600000000001
21708,1,190,863.11
21709,1,133,607.23
21710,1,107,501.98
21750,1,90,207.51000000000002
21754,1,2759,16923.47
21755,1,2011,12435.86
21824,1,1916,1102.4199999999998
21810,1,5840,2981.8399999999997
21812,1,393,1746.27
21813,1,549,2280.4700000000003
21814,1,74,111.77
21815,1,158,270.22999999999996
21816,1,33,47.849999999999994
21817,1,906,410.91
21819,1,2470,1066.65
21820,1,329,1368.47
21821,1,251,1037.05
21822,1,698,719.3
21823,1,1372,854.3499999999999
21826,1,125,185.18
21756,1,809,5006.26
21827,1,6,7.5
21828,1,330,435.79
21829,1,6765,1460.74
21830,1,2621,1107.07
21832,1,954,1790.1
21833,1,2726,4594.43
21836,1,5,26.490000000000002
21839,1,1,5.45
21841,1,73,310.25
21843,1,2012,21354.3
21844,1,1847,5167.6900000000005
21845,1,1906,1720.3000000000002
21809,1,1964,1117.92
21808,1,180,637.83
21807,1,438,189.0
21804,1,225,830.03
21757,1,6,29.700000000000003
21758,1,50,427.46000000000004
21761,1,10,299.5
21763,1,6,169.75
21769,1,11,607.6500000000001
21770,1,1638,7923.93
21773,1,1170,1154.17
21774,1,1095,1152.4
21775,1,515,716.86
21777,1,12,95.4
21781,1,168,2661.7999999999997
21784,1,57,633.0699999999999
21785,1,411,268.76
21786,1,1937,916.99
21787,1,8875,7161.1
21788,1,1293,1029.24
21789,1,925,803.65
21790,1,14521,12510.009999999998
21791,1,7864,10504.4
21792,1,344,1497.72
21793,1,304,1296.6100000000001
21794,1,522,2213.42
21801,1,1251,530.26
21802,1,2122,919.14
21803,1,2353,1016.02
21287,1,1790,760.15
21285,1,365,413.88
22047,1,3375,1373.5
20711,1,5007,11014.62
20695,1,5,21.25
20696,1,54,230.81
20697,1,19,48.449999999999996
20698,1,17,43.349999999999994
20699,1,97,266.03
20700,1,73,345.17
20701,1,25,100.97
20702,1,134,573.54
20703,1,1,4.25
20704,1,216,697.7
20705,1,143,428.85
20707,1,464,468.39
20712,1,9773,22092.42
20686,1,267,922.67
20713,1,11429,23001.06
20716,1,400,469.63
20717,1,2855,3561.98
20718,1,4769,6604.29
20719,1,13290,16744.45
20723,1,9793,12548.15
20724,1,17761,21773.39
20726,1,9909,18283.78
20727,1,12195,22346.96
20728,1,11786,21699.48
20731,1,92,109.96
20733,1,1234,956.36
20694,1,43,187.54
20685,1,4088,28049.54
20735,1,623,625.8
20666,1,30,41.53
20652,1,265,346.86
20653,1,73,95.17999999999999
20654,1,152,193.59
20655,1,197,292.29
20657,1,73,105.91
20658,1,433,652.11
20659,1,158,246.84
20661,1,44,141.15
20662,1,31,90.42
20663,1,25,66.26
20664,1,32,81.66
20665,1,461,1546.2700000000002
20667,1,20,49.69
20684,1,80,270.56
20668,1,12883,1501.4
20669,1,304,447.34
20670,1,14,44.04
20671,1,10,12.5
20674,1,1563,2016.23
20675,1,3120,3983.12
20676,1,5023,6374.81
20677,1,3674,4747.34
20678,1,4,6.6
20679,1,1710,10021.42
20681,1,140,506.96
20682,1,1235,4171.33
20734,1,158,271.21999999999997
20748,1,57,751.17
20840,1,533,632.3199999999999
20820,1,5,24.75
20785,1,14,523.3000000000001
20793,1,8,54.0
20794,1,99,282.78999999999996
20795,1,49,113.05000000000001
20796,1,62,103.93999999999998
20798,1,36,75.60000000000001
20801,1,1013,1157.8
20802,1,739,984.4699999999999
20803,1,939,476.38
20816,1,8,15.6
20818,1,15,42.7
20819,1,64,244.72
20821,1,17,84.15
20781,1,35,212.26
20823,1,164,129.56
20826,1,276,128.4
20827,1,88,34.32
20828,1,1128,3074.7799999999997
20829,1,1314,2722.9500000000003
20830,1,136,409.83
20831,1,216,466.53000000000003
20832,1,1067,572.67
20835,1,67,65.8
20836,1,170,141.1
20837,1,141,142.47
20838,1,385,461.45
20782,1,53,368.08
20780,1,47,312.7
20749,1,1762,12550.57
20763,1,73,205.04
20750,1,1747,12634.98
20751,1,971,2041.5200000000002
20752,1,407,920.45
20754,1,1457,3088.86
20755,1,306,271.16999999999996
20756,1,63,53.55
20757,1,158,136.64
20758,1,159,135.15
20759,1,64,54.4
20760,1,69,58.65
20761,1,120,505.97
20762,1,106,420.08
20764,1,142,603.3100000000001
20778,1,15,24.75
20765,1,102,416.05
20766,1,122,493.57
20767,1,250,656.06
20768,1,176,438.57
20769,1,80,217.55999999999997
20770,1,184,447.25
20771,1,102,267.13
20772,1,247,621.1899999999999
20773,1,56,92.39999999999999
20774,1,86,141.23999999999998
20775,1,134,233.54
20777,1,169,282.48999999999995
20619,1,262,439.65
20618,1,148,286.39
20617,1,93,194.94
16054,1,1166,140.52
16012,1,1220,256.2
16014,1,13328,4335.76
16015,1,662,289.98
16016,1,1273,1053.45
16020C,1,84,69.89999999999999
16033,1,840,100.79999999999998
16043,1,98,11.759999999999998
16045,1,8900,380.0
16046,1,65,55.25
16048,1,1460,205.29999999999998
16049,1,504,82.08
16052,1,479,115.3
16151A,1,49,61.25
16010,1,30,3.5999999999999996
16156S,1,5800,2331.0
16161G,1,700,70.0
16161M,1,25,10.5
16161P,1,7201,2980.42
16161U,1,4075,1687.5
16162L,1,20,13.0
16162M,1,28,11.76
16168M,1,371,173.12
16169E,1,4563,1892.46
16169K,1,200,84.0
16169M,1,660,277.2
16169N,1,25,10.5
16011,1,1749,367.29
16008,1,2892,360.71
20616,1,194,243.53
15044A,1,458,1439.0200000000002
10120,1,192,40.32
10123C,1,5,3.25
10124A,1,16,6.72
10124G,1,17,7.14
10125,1,1295,993.99
10133,1,2856,1539.6
10135,1,2229,2204.89
11001,1,1615,2389.44
15030,1,143,41.47
15034,1,6591,840.0200000000001
15036,1,23826,18569.84
15039,1,2090,1978.6399999999999
15044B,1,321,946.83
15060b,1,3,24.869999999999997
15044C,1,313,1022.9900000000001
15044D,1,644,1819.76
15056BL,1,2844,15828.84
15056N,1,3950,22152.690000000002
15056P,1,776,4354.92
15056bl,1,87,1086.88
15056n,1,127,1585.2800000000002
15056p,1,33,412.48
15058A,1,200,1668.49
15058B,1,228,1885.27
15058C,1,240,1429.82
15060B,1,451,1807.55
16169P,1,50,21.0
16202A,1,7,3.5
16202B,1,29,14.5
17109D,1,61,32.349999999999994
17028J,1,6,2.52
17038,1,1525,158.06
17084A,1,200,42.0
17084J,1,225,47.25
17084N,1,1264,313.31
17084P,1,423,104.44
17084R,1,4032,760.3199999999999
17090A,1,109,107.44999999999999
17090D,1,29,36.25
17091A,1,171,98.91
17091J,1,2084,920.67
17096,1,2545,455.9800000000001
17129F,1,588,553.8299999999999
16202E,1,15,7.5
17136A,1,352,29.59
17164B,1,27,11.34
17165D,1,27,28.35
17174,1,9,3.7800000000000002
17191A,1,4,15.0
18007,1,5884,395.61
18094C,1,192,283.93
18097A,1,5,12.75
18097C,1,695,1591.01
18098C,1,213,658.75
18098c,1,52,263.12
20615,1,309,466.99
17021,1,2391,632.34
17014A,1,155,71.19
17013D,1,535,267.82
17012F,1,448,530.6
16206B,1,7,8.75
16207A,1,60,163.1
16207B,1,29,76.14
16216,1,3333,234.0
16218,1,3821,283.31
16219,1,3048,407.71999999999997
16225,1,813,689.35
16235,1,3068,695.4
16236,1,1438,320.09
16237,1,4991,1047.93
16238,1,1396,321.67
16244B,1,7,7.85
16248B,1,13,16.25
16254,1,40,42.58
16258A,1,472,178.97
16259,1,3380,326.56
17001,1,72,20.88
17003,1,23020,6025.95
17007B,1,24,50.400000000000006
17011F,1,81,66.36000000000001
17012A,1,323,375.93
17012B,1,525,595.85
17012C,1,420,481.79999999999995
17012D,1,461,547.24
17012E,1,44,62.64
20839,1,575,840.4399999999999
20845,1,19,120.64999999999999
21284,1,403,374.49
21171,1,438,613.14
21157,1,78,225.5
21158,1,1469,781.87
21159,1,1126,601.79
21160,1,1,3.36
21161,1,143,229.92
21162,1,1462,792.98
21163,1,1196,680.55
21164,1,1766,5155.9800000000005
21165,1,4154,6935.7
21166,1,10324,20874.440000000002
21167,1,1432,337.14
21169,1,4413,7301.7699999999995
21172,1,3485,5338.63
21155,1,3155,9296.3
21174,1,4175,9405.76
21179,1,1940,1313.79
21181,1,12274,25225.480000000003
21186,1,2,6.72
21187,1,369,648.4499999999999
21188,1,326,1021.9000000000001
21189,1,355,888.67
21190,1,168,245.20000000000002
21191,1,562,1451.82
21192,1,1092,1923.2899999999997
21194,1,498,555.97
21195,1,693,1308.56
21156,1,3170,6091.099999999999
21154,1,4034,6320.51
21197,1,284,382.9599999999999
21123,1,1143,1380.84
21106,1,237,702.51
21107,1,901,2492.71
21108,1,10241,18056.280000000002
21110,1,1105,3815.7
21111,1,900,1651.02
21114,1,1341,1778.08
21115,1,562,3162.24
21116,1,695,4051.79
21117,1,109,141.75
21120,1,1,16.98
21121,1,6606,7998.85
21122,1,5325,6488.54
21124,1,4011,4863.05
21147,1,203,415.77
21125,1,657,830.98
21126,1,592,748.95
21128,1,68,546.6
21129,1,52,419.52000000000004
21131,1,106,398.02
21132,1,44,217.35999999999999
21135,1,2869,3206.0
21136,1,4687,7793.139999999999
21137,1,11651,40633.38
21143,1,327,707.23
21144,1,5,16.8
21145,1,122,152.5
21196,1,108,189.67999999999998
21198,1,1028,1006.8199999999999
20846,1,716,957.32
21262,1,332,1233.21
21245,1,1075,1787.1999999999998
21246,1,286,1336.78
21248,1,205,330.71999999999997
21249,1,724,2160.0
21250,1,95,274.37
21251,1,182,568.98
21253,1,134,590.4200000000001
21257,1,688,6901.42
21258,1,532,7674.799999999999
21259,1,1179,7077.200000000001
21260,1,1161,3722.23
21261,1,187,672.09
21263,1,167,349.17
21242,1,3373,5699.71
21264,1,283,571.65
21265,1,131,267.21
21268,1,2,0.84
21269,1,29,254.98000000000002
21270,1,50,530.19
21272,1,548,777.5699999999999
21275,1,13,270.08
21277,1,26,571.43
21278,1,31,79.05
21279,1,85,266.15
21280,1,65,165.75
21281,1,43,129.63
21244,1,2282,3789.3199999999997
21240,1,3570,3110.2599999999998
21199,1,966,888.3299999999999
21213,1,15169,8414.59
21200,1,1119,1531.1399999999999
21201,1,1240,2987.82
21202,1,474,485.46
21204,1,499,868.4399999999999
21205,1,253,677.1899999999999
21206,1,1290,1610.9199999999998
21207,1,1067,1684.85
21208,1,940,697.77
21209,1,1224,886.24
21210,1,5808,8368.39
21211,1,883,1270.07
21212,1,36396,21246.45
21215,1,1087,744.35
21239,1,3016,2707.34
21216,1,2128,11382.81
21217,1,1088,11522.439999999999
21218,1,2433,10116.49
21219,1,448,561.84
21220,1,338,445.01
21221,1,261,340.22
21222,1,265,348.19
21224,1,914,1080.0
21226,1,93,80.55
21228,1,5,6.25
21231,1,6054,7617.280000000001
21238,1,3969,3488.44
21100,1,65,162.20999999999998
21098,1,3719,5078.76
21096,1,1259,581.09
20971,1,10993,13828.1
20936,1,100,319.66
20941,1,64,83.78
20954,1,2,16.94
20956,1,822,1146.52
20960,1,29,72.49
20961,1,1232,1745.43
20963,1,1336,1911.17
20964,1,2,5.1
20966,1,719,1022.8
20967,1,265,1027.94
20969,1,1960,7229.43
20970,1,1116,4232.13
20972,1,7337,9128.06
20934,1,68,424.46000000000004
20973,1,4497,3210.27
20974,1,6976,4527.43
20975,1,6633,4383.27
20977,1,1739,2328.64
20978,1,1795,2395.05
20979,1,3734,4723.7300000000005
20980,1,79,76.91
20981,1,1974,1740.57
20982,1,2151,1880.6699999999998
20983,1,2737,2374.81
20984,1,3785,1166.07
20985,1,1179,1540.59
20935,1,6,17.700000000000003
20933,1,23,71.05
21095,1,125,118.72999999999999
20871,1,2,8.42
20847,1,52,217.57999999999998
20848,1,21,61.95
20851,1,9,53.550000000000004
20854,1,242,383.02
20856,1,216,357.28999999999996
20857,1,32,52.8
20860,1,1,2.1
20861,1,2,4.2
20866,1,597,709.7
20867,1,331,393.46999999999997
20868,1,458,219.35000000000002
20869,1,180,86.76
20878,1,24,30.0
20932,1,204,628.7900000000001
20886,1,485,986.23
20892,1,4,89.22
20893,1,268,609.02
20894,1,33,108.71000000000001
20897,1,107,298.27
20898,1,38,105.73
20901,1,19,85.13
20902,1,112,686.86
20903,1,82,441.89
20906,1,3,8.850000000000001
20910,1,8,50.8
20931,1,299,1060.9
20986,1,654,829.74
20992,1,4425,1944.6299999999999
20996,1,3191,726.8900000000001
21068,1,1638,1890.33
21055,1,178,1764.6399999999999
21056,1,184,1765.3999999999999
21058,1,1154,965.66
21059,1,611,528.2299999999999
21060,1,405,359.28999999999996
21061,1,488,451.7
21062,1,538,457.38
21063,1,528,458.31
21064,1,296,1281.2
21065,1,562,1160.58
21066,1,702,693.47
21067,1,317,504.15
21069,1,1949,2250.52
20997,1,59,257.61
21070,1,1106,1184.98
21071,1,991,1380.28
21078,1,2769,2531.04
21080,1,13202,11312.56
21082,1,88,143.44
21084,1,2610,773.14
21086,1,7121,4851.5
21087,1,141,74.57000000000001
21088,1,1678,428.28000000000003
21089,1,233,48.99
21090,1,2413,1274.1899999999998
21094,1,8758,6933.259999999999
21054,1,70,634.53
21051,1,192,377.2
21043,1,492,1139.86
21042,1,334,2199.52
20998,1,185,505.20000000000005
21000,1,96,360.84
21001,1,73,348.19
21002,1,125,428.66
21003,1,78,460.58
21009,1,1,1.25
21011,1,20,28.999999999999996
21012,1,1169,2614.05
21014,1,1385,598.8199999999999
21015,1,1483,589.55
21018,1,24,22.06
21025,1,174,233.52
21026,1,255,315.75
21027,1,167,187.79
21028,1,187,239.24
21030,1,131,159.7
21031,1,52,64.24
21032,1,97,117.78
21033,1,1932,4851.73
21034,1,1878,1784.1
21035,1,2599,8536.85
21038,1,77,86.75
21039,1,523,1353.6899999999998
21040,1,22,29.7
21041,1,914,3888.98
22046,1,2250,929.0
22048,1,975,393.5
23150,1,148,390.75000000000006
22761,1,36,895.38
22749,1,2362,9216.16
22750,1,2001,7491.83
22751,1,1563,5801.47
22752,1,1787,14427.970000000001
22753,1,1010,758.13
22754,1,1951,1350.4699999999998
22755,1,1687,1187.96
22756,1,599,656.52
22757,1,1096,1167.74
22758,1,1195,1110.25
22759,1,5435,9027.439999999999
22760,1,275,3491.8599999999997
22762,1,171,2786.0299999999997
22747,1,954,2080.85
22763,1,206,2176.3199999999997
22764,1,5,174.76999999999998
22765,1,27,316.95000000000005
22766,1,3267,9755.09
22767,1,774,7173.549999999999
22768,1,867,8258.59
22769,1,11,366.73
22770,1,94,1515.68
22771,1,6539,8930.44
22772,1,3793,5116.7
22773,1,2075,2739.4
22774,1,2254,2871.75
22748,1,2117,4880.83
22746,1,1447,3236.5400000000004
22779,1,1537,5789.85
22731,1,1172,1536.24
22718,1,1633,717.23
22719,1,620,895.72
22720,1,7483,38108.89
22721,1,1020,4671.81
22722,1,5966,24436.260000000002
22723,1,1164,4262.820000000001
22725,1,1980,8153.6
22726,1,6419,27155.28
22727,1,7800,30644.87
22728,1,5356,20672.15
22729,1,2323,9068.95
22730,1,2885,11453.4
22732,1,1645,2162.75
22745,1,2021,4661.79
22733,1,1583,2095.08
22734,1,3261,10610.04
22735,1,741,1379.21
22736,1,1222,2297.1
22737,1,1388,2694.15
22738,1,2173,3829.67
22739,1,1818,3556.97
22740,1,6842,5793.62
22741,1,8547,7363.86
22742,1,639,1323.5700000000002
22743,1,930,2408.54
22744,1,867,2084.8500000000004
22775,1,3105,4469.37
22780,1,1346,5044.34
22851,1,2741,2368.64
22831,1,706,2070.9
22819,1,2608,1104.81
22820,1,940,575.4200000000001
22821,1,1171,722.6700000000001
22822,1,433,2582.75
22823,1,24,2745.0
22824,1,55,1938.2500000000002
22825,1,73,584.37
22826,1,58,6210.0
22827,1,35,5415.0
22828,1,10,1530.0
22829,1,227,2295.43
22830,1,131,2610.29
22832,1,162,1781.82
22817,1,2639,1114.81
22833,1,76,2603.5299999999997
22834,1,4941,7105.33
22835,1,3441,17892.96
22838,1,689,9765.11
22839,1,445,6981.67
22840,1,913,6903.79
22841,1,529,4101.77
22842,1,589,3823.21
22843,1,450,2904.52
22844,1,1003,9661.32
22845,1,802,5396.929999999999
22846,1,665,10676.619999999999
22818,1,3633,1550.4
22816,1,3987,1691.76
22781,1,621,5191.01
22798,1,1798,5561.3
22782,1,241,3399.95
22783,1,463,5961.25
22784,1,1272,6360.99
22786,1,123,764.63
22788,1,220,2025.96
22789,1,844,1657.02
22791,1,7955,9873.880000000001
22792,1,2785,2622.93
22794,1,326,2784.9
22795,1,1211,8571.25
22796,1,582,5787.45
22797,1,163,2851.3599999999997
22799,1,207,1623.08
22815,1,2628,1118.84
22800,1,870,3560.74
22801,1,1027,4203.89
22802,1,87,1474.74
22803,1,54,2038.0900000000001
22805,1,1890,2576.03
22806,1,260,677.0400000000001
22807,1,818,2417.73
22808,1,345,1038.8700000000001
22809,1,1240,3781.2000000000003
22810,1,944,3022.0800000000004
22811,1,881,2419.29
22814,1,2129,888.47
22717,1,1229,535.78
22716,1,3201,1360.91
22715,1,1543,645.64
22638,1,300,481.88
22625,1,1620,14082.2
22626,1,517,4401.86
22627,1,852,7521.89
22628,1,965,4620.91
22629,1,14249,25719.02
22630,1,11780,21609.789999999997
22631,1,3677,7199.57
22633,1,4851,10023.720000000001
22634,1,763,7161.3
22635,1,681,6412.33
22636,1,595,5009.56
22637,1,2760,7111.18
22639,1,805,1935.1599999999999
22623,1,937,5236.31
22640,1,237,446.84
22641,1,139,303.72999999999996
22642,1,269,596.36
22643,1,238,441.83
22644,1,2214,2986.97
22645,1,2354,4709.74
22646,1,4160,5684.17
22647,1,732,466.18
22649,1,795,4132.88
22650,1,851,1320.6999999999998
22651,1,2166,1837.4699999999998
22652,1,5091,8612.07
22624,1,1883,16378.710000000001
22622,1,1342,13931.31
22714,1,3487,1415.73
22606,1,313,4638.46
22591,1,413,1509.41
22592,1,658,3021.12
22593,1,2263,2085.64
22594,1,2006,1905.7699999999998
22596,1,3476,4110.42
22598,1,990,446.2
22599,1,1953,967.7599999999999
22600,1,1698,1543.2299999999998
22601,1,2479,2219.83
22603,1,1387,1235.3799999999999
22604,1,1251,3039.66
22605,1,782,11276.21
22607,1,1327,12531.57
22621,1,6148,10053.65
22608,1,5211,1114.6399999999999
22609,1,5874,1368.1
22610,1,9572,2571.4
22611,1,225,1077.03
22613,1,1538,1222.61
22614,1,3032,1024.2199999999998
22615,1,2073,660.15
22616,1,26119,7975.98
22617,1,2209,10745.050000000001
22618,1,69,671.53
22619,1,2480,9895.04
22620,1,4889,6782.21
22653,1,1876,3378.5
22654,1,1411,9893.0
22655,1,60,8125.0
22700,1,1196,2602.18
22688,1,705,3519.6600000000003
22689,1,673,5176.25
22690,1,1619,9943.7
22691,1,371,2678.77
22692,1,1522,11539.06
22693,1,16244,17927.45
22694,1,1842,4251.72
22695,1,741,1001.49
22696,1,729,1452.55
22697,1,7278,22755.5
22698,1,5788,17445.56
22699,1,9864,29056.920000000002
22701,1,549,922.89
22656,1,26,3685.0
22702,1,1363,2684.6499999999996
22703,1,360,583.33
22704,1,5253,2158.26
22705,1,1883,790.86
22706,1,2057,847.94
22707,1,1257,527.94
22708,1,2800,1160.0
22709,1,1325,528.5
22710,1,4501,1774.42
22711,1,2902,1202.84
22712,1,4435,1822.2
22713,1,3441,1437.36
22687,1,590,3354.22
22686,1,993,1308.38
22685,1,594,780.8
22684,1,531,726.07
22659,1,11504,20781.649999999998
22660,1,364,2678.96
22661,1,5194,4214.95
22662,1,6706,11060.88
22663,1,3419,7051.2
22664,1,713,1472.85
22665,1,1516,5192.08
22666,1,8269,26219.95
22667,1,2882,8045.1
22668,1,2179,6677.969999999999
22669,1,1128,3559.0
22670,1,1882,2516.75
22671,1,962,1608.6999999999998
22672,1,1476,2511.22
22673,1,791,1016.08
22674,1,1346,1692.72
22675,1,1240,1555.16
22676,1,1155,1578.39
22677,1,1001,1389.07
22678,1,843,1151.56
22679,1,740,1023.03
22680,1,842,1157.79
22681,1,710,973.15
22682,1,677,896.75
22683,1,644,871.49
22848,1,323,5208.45
22852,1,390,1757.8799999999999
22588,1,684,2141.32
23046,1,349,2111.4900000000002
23024,1,255,667.8500000000001
23025,1,350,760.8000000000001
23026,1,556,1198.96
23027,1,295,627.95
23033,1,714,1058.8999999999999
23034,1,979,1448.6699999999998
23036,1,184,232.42000000000002
23037,1,196,325.15999999999997
23038,1,44,42.919999999999995
23039,1,199,399.71
23040,1,253,1394.03
23042,1,103,711.51
23048,1,577,2368.37
23022,1,422,808.16
23049,1,456,3896.84
23050,1,497,4286.55
23051,1,365,3223.49
23052,1,654,5949.34
23053,1,364,3254.32
23054,1,295,2604.93
23055,1,657,1395.18
23058,1,490,430.86
23060,1,249,528.1700000000001
23064,1,221,3717.56
23067,1,294,1236.66
23069,1,88,556.21
23023,1,274,437.81999999999994
23021,1,120,500.82000000000005
23072,1,334,1273.76
23003,1,542,226.2
22989,1,2811,8999.27
22990,1,633,2917.4300000000003
22991,1,3887,7604.889999999999
22992,1,5233,10373.99
22993,1,12649,16478.48
22994,1,2194,956.94
22995,1,2381,1058.64
22996,1,4801,2094.93
22997,1,2545,1094.93
22998,1,12366,5262.82
23000,1,3169,1368.28
23002,1,2119,914.37
23004,1,2002,903.16
23019,1,81,629.0500000000001
23005,1,4733,2126.55
23006,1,1758,762.75
23007,1,498,7741.749999999999
23008,1,433,6719.61
23009,1,263,4082.5199999999995
23010,1,315,4879.599999999999
23012,1,1071,4197.110000000001
23013,1,924,3674.1600000000003
