stock_code,description,invoice_month,monthly_units,monthly_revenue,order_count,avg_unit_price
22464,HANGING METAL HEART LANTERN,2011-02,165,304.28999999999996,21,2.0136363636363637
22464,HANGING METAL HEART LANTERN,2011-03,254,478.13999999999993,35,2.024857142857143
22464,HANGING METAL HEART LANTERN,2011-04,312,523.3599999999999,34,1.9276470588235293
22464,HANGING METAL HEART LANTERN,2011-05,366,604.5,31,1.9016129032258062
22464,HANGING METAL HEART LANTERN,2011-06,262,442.13999999999993,26,1.7761538461538462
22464,HANGING METAL HEART LANTERN,2011-07,188,331.52,25,1.9779999999999998
22464,HANGING METAL HEART LANTERN,2011-08,202,336.81999999999994,17,2.1205882352941177
22464,HANGING METAL HEART LANTERN,2011-09,254,462.61999999999995,27,1.9462962962962962
22464,HANGING METAL HEART LANTERN,2011-10,241,409.24999999999994,28,2.052857142857143
22464,HANGING METAL HEART LANTERN,2011-11,347,569.9899999999999,30,2.0074193548387096
22464,HANGING METAL HEART LANTERN,2011-12,473,416.89,31,1.3848387096774193
22465,HANGING METAL STAR LANTERN,2010-12,176,310.22999999999996,22,2.185
22465,HANGING METAL STAR LANTERN,2011-01,26,44.53999999999999,5,1.9780000000000002
22465,HANGING METAL STAR LANTERN,2011-02,30,53.66,5,2.266
22465,HANGING METAL STAR LANTERN,2011-03,93,197.73,9,2.1966666666666668
22465,HANGING METAL STAR LANTERN,2011-04,128,200.07999999999998,11,1.9118181818181816
22465,HANGING METAL STAR LANTERN,2011-05,100,181.39999999999998,12,2.1966666666666668
22465,HANGING METAL STAR LANTERN,2011-06,99,168.26999999999998,10,2.142
22465,HANGING METAL STAR LANTERN,2011-07,93,153.45,8,1.65
22465,HANGING METAL STAR LANTERN,2011-08,54,97.29999999999998,7,2.1185714285714288
22465,HANGING METAL STAR LANTERN,2011-09,252,399.99999999999994,18,1.901111111111111
22465,HANGING METAL STAR LANTERN,2011-10,245,414.2099999999999,27,1.8855555555555554
22465,HANGING METAL STAR LANTERN,2011-11,310,520.18,32,1.9449999999999998
22465,HANGING METAL STAR LANTERN,2011-12,447,400.49,32,1.2335294117647058
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2010-12,1037,1701.59,26,2.833703703703704
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-01,182,330.53999999999996,10,2.364
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-02,98,176.7,7,1.907142857142857
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-03,64,124.79999999999998,8,1.95
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-04,51,101.63,6,2.313333333333333
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-05,254,437.69999999999993,6,1.9000000000000001
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-06,210,366.3,9,1.9166666666666667
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-07,78,144.23999999999998,8,2.4575
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-08,107,219.54999999999998,13,2.620769230769231
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-09,235,473.51,28,2.417142857142857
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-10,218,452.02,30,2.521333333333333
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-11,442,863.16,41,2.5585714285714283
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-12,93,214.04999999999998,17,2.8476470588235294
22467,GUMBALL COAT RACK,2010-12,565,1352.91,45,2.9636170212765958
22467,GUMBALL COAT RACK,2011-01,677,1578.97,47,2.9572916666666664
22467,GUMBALL COAT RACK,2011-02,306,783.02,52,3.107169811320755
22467,GUMBALL COAT RACK,2011-03,678,1570.3600000000001,65,2.9627692307692306
22467,GUMBALL COAT RACK,2011-04,478,1228.81,41,2.966190476190476
22467,GUMBALL COAT RACK,2011-05,314,710.1500000000001,28,2.797857142857143
22467,GUMBALL COAT RACK,2011-06,1076,2590.9100000000003,65,2.8376923076923077
22467,GUMBALL COAT RACK,2011-07,520,1202.47,48,2.8299999999999996
22467,GUMBALL COAT RACK,2011-08,380,891.95,42,2.7259523809523807
22467,GUMBALL COAT RACK,2011-09,825,1951.39,60,2.6656666666666666
22467,GUMBALL COAT RACK,2011-10,816,1908.76,61,2.8218032786885243
22467,GUMBALL COAT RACK,2011-11,1007,2338.91,98,2.8771
22467,GUMBALL COAT RACK,2011-12,284,690.06,29,2.9344827586206894
22468,BABUSHKA LIGHTS STRING OF 10,2010-12,55,405.35,24,7.886666666666667
22468,BABUSHKA LIGHTS STRING OF 10,2011-01,42,296.86,12,7.863333333333333
22468,BABUSHKA LIGHTS STRING OF 10,2011-02,17,127.83,6,8.93
22468,BABUSHKA LIGHTS STRING OF 10,2011-03,74,467.64000000000004,11,7.2718181818181815
22468,BABUSHKA LIGHTS STRING OF 10,2011-04,17,114.75,7,6.75
22468,BABUSHKA LIGHTS STRING OF 10,2011-05,46,310.92,9,8.841111111111111
22468,BABUSHKA LIGHTS STRING OF 10,2011-06,31,222.32999999999998,10,8.058
22468,BABUSHKA LIGHTS STRING OF 10,2011-07,28,187.54,10,7.324
22468,BABUSHKA LIGHTS STRING OF 10,2011-08,10,74.03999999999999,6,7.84
22468,BABUSHKA LIGHTS STRING OF 10,2011-09,45,304.17,11,8.460909090909091
22468,BABUSHKA LIGHTS STRING OF 10,2011-10,54,412.15999999999997,20,8.998999999999999
22468,BABUSHKA LIGHTS STRING OF 10,2011-11,90,642.5,23,9.239565217391304
22468,BABUSHKA LIGHTS STRING OF 10,2011-12,8,67.08,4,10.02
22469,HEART OF WICKER SMALL,2010-12,1799,3393.45,141,2.144335664335664
22469,HEART OF WICKER SMALL,2011-01,2918,5211.44,139,1.9483098591549293
22469,HEART OF WICKER SMALL,2011-02,1295,2210.6299999999997,124,2.11976
22469,HEART OF WICKER SMALL,2011-03,956,1920.4999999999998,46,2.1176595744680853
22469,HEART OF WICKER SMALL,2011-04,42,88.98,12,2.1966666666666668
22469,HEART OF WICKER SMALL,2011-05,2033,3531.5699999999997,77,1.7634177215189875
22469,HEART OF WICKER SMALL,2011-06,1385,2305.6899999999996,110,1.83625
22469,HEART OF WICKER SMALL,2011-07,1086,1835.54,91,2.02010989010989
22469,HEART OF WICKER SMALL,2011-08,600,1056.3999999999999,57,2.000175438596491
22469,HEART OF WICKER SMALL,2011-09,1923,3386.85,108,1.881559633027523
22469,HEART OF WICKER SMALL,2011-10,1135,1786.3,116,1.8205084745762712
22469,HEART OF WICKER SMALL,2011-11,2625,5069.469999999999,148,1.8793999999999997
22469,HEART OF WICKER SMALL,2011-12,166,297.78,32,2.0617647058823527
22470,HEART OF WICKER LARGE,2010-12,1082,3296.02,118,3.3867796610169494
22470,HEART OF WICKER LARGE,2011-01,1771,5600.610000000001,100,3.3486000000000002
22470,HEART OF WICKER LARGE,2011-02,714,2103.34,95,3.368556701030928
22470,HEART OF WICKER LARGE,2011-03,91,276.97,24,3.1772000000000005
22470,HEART OF WICKER LARGE,2011-04,2,5.9,1,2.95
22470,HEART OF WICKER LARGE,2011-05,1237,3510.59,55,2.9699999999999998
22470,HEART OF WICKER LARGE,2011-06,560,1639.88,78,3.119620253164557
22470,HEART OF WICKER LARGE,2011-07,567,1769.19,68,3.514705882352941
22470,HEART OF WICKER LARGE,2011-08,283,925.7300000000001,59,3.4794915254237293
22470,HEART OF WICKER LARGE,2011-09,1135,3509.8500000000004,88,3.212888888888889
22470,HEART OF WICKER LARGE,2011-10,623,1775.2500000000002,102,3.227692307692308
22470,HEART OF WICKER LARGE,2011-11,1716,5343.68,111,3.1696491228070176
22470,HEART OF WICKER LARGE,2011-12,106,341.1,26,3.496153846153846
22471,TV DINNER TRAY AIR HOSTESS,2010-12,105,351.68,24,6.695416666666667
22471,TV DINNER TRAY AIR HOSTESS,2011-01,130,362.1,27,4.04037037037037
22471,TV DINNER TRAY AIR HOSTESS,2011-02,12,71.08,7,6.618571428571428
22471,TV DINNER TRAY AIR HOSTESS,2011-03,9,44.550000000000004,4,4.95
22471,TV DINNER TRAY AIR HOSTESS,2011-05,7,34.650000000000006,3,4.95
22471,TV DINNER TRAY AIR HOSTESS,2011-06,12,59.400000000000006,3,4.95
22471,TV DINNER TRAY AIR HOSTESS,2011-08,6,29.700000000000003,3,4.95
22471,TV DINNER TRAY AIR HOSTESS,2011-09,6,41.379999999999995,4,7.869999999999999
22471,TV DINNER TRAY AIR HOSTESS,2011-10,57,203.99,8,5.4175
22471,TV DINNER TRAY AIR HOSTESS,2011-11,23,166.41,14,7.869999999999999
22471,TV DINNER TRAY AIR HOSTESS,2011-12,52,137.07999999999998,8,4.535
22472,TV DINNER TRAY DOLLY GIRL,2010-12,61,333.24,18,6.597222222222222
22472,TV DINNER TRAY DOLLY GIRL,2011-01,42,202.54000000000002,13,5.345384615384616
22472,TV DINNER TRAY DOLLY GIRL,2011-02,33,169.19,11,5.4809090909090905
22472,TV DINNER TRAY DOLLY GIRL,2011-03,30,148.98000000000002,9,6.17
22472,TV DINNER TRAY DOLLY GIRL,2011-04,4,25.64,2,7.869999999999999
22472,TV DINNER TRAY DOLLY GIRL,2011-05,8,39.6,4,4.95
22472,TV DINNER TRAY DOLLY GIRL,2011-06,11,66.13,4,7.869999999999999
22472,TV DINNER TRAY DOLLY GIRL,2011-07,3,20.689999999999998,3,6.896666666666666
22472,TV DINNER TRAY DOLLY GIRL,2011-08,7,46.33,5,7.286
22472,TV DINNER TRAY DOLLY GIRL,2011-09,2,21.58,2,10.79
22472,TV DINNER TRAY DOLLY GIRL,2011-10,15,85.93,9,6.247777777777778
22472,TV DINNER TRAY DOLLY GIRL,2011-11,32,170.56,11,7.01
22472,TV DINNER TRAY DOLLY GIRL,2011-12,72,196.6,16,4.8999999999999995
22473,TV DINNER TRAY VINTAGE PAISLEY,2010-12,121,396.26,28,5.043214285714286
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-01,213,523.27,27,3.895925925925926
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-02,14,51.14,4,5.659999999999999
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-03,3,14.850000000000001,2,4.95
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-04,13,81.87,6,7.87
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-05,19,46.05,2,3.45
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-06,5,30.59,3,6.896666666666666
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-07,2,15.739999999999998,2,7.869999999999999
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-08,2,21.58,2,10.79
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-09,4,25.64,3,6.896666666666666
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-10,30,151.78,10,5.464
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-11,35,182.37,13,6.243846153846154
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-12,42,81.9,10,1.95
22474,SPACEBOY TV DINNER TRAY,2010-12,54,316.8,27,6.947407407407407
22474,SPACEBOY TV DINNER TRAY,2011-01,36,184.52,11,6.479090909090909
22474,SPACEBOY TV DINNER TRAY,2011-02,23,131.37,11,6.542727272727273
22474,SPACEBOY TV DINNER TRAY,2011-03,13,70.19,7,5.784285714285715
22474,SPACEBOY TV DINNER TRAY,2011-04,5,42.269999999999996,4,9.329999999999998
22474,SPACEBOY TV DINNER TRAY,2011-05,12,65.24000000000001,6,5.923333333333333
22474,SPACEBOY TV DINNER TRAY,2011-06,12,71.08,7,6.618571428571428
22474,SPACEBOY TV DINNER TRAY,2011-07,2,9.9,1,4.95
22474,SPACEBOY TV DINNER TRAY,2011-08,6,41.379999999999995,4,7.869999999999999
22474,SPACEBOY TV DINNER TRAY,2011-09,6,41.379999999999995,4,7.869999999999999
22474,SPACEBOY TV DINNER TRAY,2011-10,23,166.41,13,8.094615384615384
22474,SPACEBOY TV DINNER TRAY,2011-11,44,300.03999999999996,21,8.253809523809522
22474,SPACEBOY TV DINNER TRAY,2011-12,67,195.69,16,4.3475
22475,SKULL DESIGN TV DINNER TRAY,2010-12,31,202.01,15,7.378
22475,SKULL DESIGN TV DINNER TRAY,2011-01,10,61.41,8,6.43875
22475,SKULL DESIGN TV DINNER TRAY,2011-02,15,80.09,8,5.68
22475,SKULL DESIGN TV DINNER TRAY,2011-03,15,80.09,9,5.598888888888889
22475,SKULL DESIGN TV DINNER TRAY,2011-04,9,56.230000000000004,4,7.869999999999999
22475,SKULL DESIGN TV DINNER TRAY,2011-05,13,76.03,8,6.41
22475,SKULL DESIGN TV DINNER TRAY,2011-06,7,40.49,5,6.118
22475,SKULL DESIGN TV DINNER TRAY,2011-07,8,39.6,6,4.95
22475,SKULL DESIGN TV DINNER TRAY,2011-08,16,108.4,8,7.14
22475,SKULL DESIGN TV DINNER TRAY,2011-09,8,45.44,6,5.923333333333333
22475,SKULL DESIGN TV DINNER TRAY,2011-10,61,290.53000000000003,17,5.56
22475,SKULL DESIGN TV DINNER TRAY,2011-11,71,373.43,28,6.176428571428572
22475,SKULL DESIGN TV DINNER TRAY,2011-12,49,137.07,16,3.6174999999999997
22476,EMPIRE UNION JACK TV DINNER TRAY,2010-12,52,463.78,31,9.061935483870966
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-01,30,166.25,11,6.5636363636363635
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-02,18,112.46000000000001,10,7.286
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-03,8,74.63999999999999,6,8.843333333333332
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-04,13,70.19,7,5.784285714285715
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-05,7,46.33,4,6.41
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-06,6,47.22,4,7.869999999999999
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-07,19,94.17,8,4.9575
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-08,6,35.54,4,6.41
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-09,8,51.28,5,7.286
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-10,40,194.98000000000002,8,5.5925
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-11,45,248.93,17,6.626470588235295
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-12,628,1233.44,10,2.834
22477,WATERING CAN GARDEN MARKER,2010-12,26,43.839999999999996,10,2.006
22477,WATERING CAN GARDEN MARKER,2011-01,15,22.43,5,1.986
22477,WATERING CAN GARDEN MARKER,2011-02,57,73.67,10,1.492
22477,WATERING CAN GARDEN MARKER,2011-03,451,656.2299999999999,19,1.7078947368421054
22477,WATERING CAN GARDEN MARKER,2011-04,484,696.2699999999999,13,1.7330769230769232
22477,WATERING CAN GARDEN MARKER,2011-05,77,101.09,17,1.5347058823529411
22477,WATERING CAN GARDEN MARKER,2011-06,51,75.85,9,1.9222222222222223
22477,WATERING CAN GARDEN MARKER,2011-07,21,33.51,7,1.7685714285714285
22477,WATERING CAN GARDEN MARKER,2011-08,29,41.09,6,1.6533333333333333
22477,WATERING CAN GARDEN MARKER,2011-09,13,19.88,4,2.1574999999999998
22477,WATERING CAN GARDEN MARKER,2011-10,23,34.8,10,1.734
22477,WATERING CAN GARDEN MARKER,2011-11,110,152.02,12,1.8549999999999998
22477,WATERING CAN GARDEN MARKER,2011-12,7,17.22,5,2.46
22478,BIRDHOUSE GARDEN MARKER,2010-12,11,21.31,8,2.195
22478,BIRDHOUSE GARDEN MARKER,2011-01,44,59.89,7,1.9485714285714286
22478,BIRDHOUSE GARDEN MARKER,2011-02,41,53.67,7,1.5957142857142856
22478,BIRDHOUSE GARDEN MARKER,2011-03,439,643.65,18,1.8005555555555555
22478,BIRDHOUSE GARDEN MARKER,2011-04,479,686.3899999999999,13,1.5469230769230768
22478,BIRDHOUSE GARDEN MARKER,2011-05,103,136.01,18,1.6533333333333333
22478,BIRDHOUSE GARDEN MARKER,2011-06,101,135.93,14,1.6821428571428572
22478,BIRDHOUSE GARDEN MARKER,2011-07,42,76.7,9,1.9222222222222223
22478,BIRDHOUSE GARDEN MARKER,2011-08,27,39.8,5,1.734
22478,BIRDHOUSE GARDEN MARKER,2011-09,102,142.01999999999998,9,1.7877777777777777
22478,BIRDHOUSE GARDEN MARKER,2011-10,41,57.3,11,1.69
22478,BIRDHOUSE GARDEN MARKER,2011-11,61,93.19,15,1.8953333333333333
22478,BIRDHOUSE GARDEN MARKER,2011-12,46,64.76,6,2.0566666666666666
22479,DAISY GARDEN MARKER,2010-12,9,16.29,6,2.09
22479,DAISY GARDEN MARKER,2011-01,13,18.72,4,1.8675
22479,DAISY GARDEN MARKER,2011-02,36,48.63,7,1.7685714285714285
22479,DAISY GARDEN MARKER,2011-03,470,679.9799999999999,20,1.685
22479,DAISY GARDEN MARKER,2011-04,377,558.8899999999999,6,1.8933333333333333
22479,DAISY GARDEN MARKER,2011-05,69,92.3,15,1.6533333333333333
22479,DAISY GARDEN MARKER,2011-06,36,52.26,6,2.0566666666666666
22479,DAISY GARDEN MARKER,2011-07,35,48.589999999999996,10,1.613
22479,DAISY GARDEN MARKER,2011-08,37,46.25,6,1.25
22479,DAISY GARDEN MARKER,2011-09,10,12.5,1,1.25
22479,DAISY GARDEN MARKER,2011-10,17,27.3,7,1.9414285714285715
22479,DAISY GARDEN MARKER,2011-11,19,33.43,7,2.1142857142857143
22479,DAISY GARDEN MARKER,2011-12,11,23.43,3,2.0566666666666666
22480,RED TEA TOWEL CLASSIC DESIGN,2010-12,104,132.52,18,1.3199999999999998
22480,RED TEA TOWEL CLASSIC DESIGN,2011-01,53,66.25,8,1.25
22480,RED TEA TOWEL CLASSIC DESIGN,2011-02,133,149.22,5,1.454
22480,RED TEA TOWEL CLASSIC DESIGN,2011-03,57,71.25,10,1.25
22480,RED TEA TOWEL CLASSIC DESIGN,2011-04,8,10.0,3,1.25
22480,RED TEA TOWEL CLASSIC DESIGN,2011-05,142,159.26,9,1.228888888888889
22480,RED TEA TOWEL CLASSIC DESIGN,2011-06,74,93.71000000000001,12,1.3508333333333333
22480,RED TEA TOWEL CLASSIC DESIGN,2011-07,16,20.0,5,1.25
22480,RED TEA TOWEL CLASSIC DESIGN,2011-08,43,53.75,3,1.25
22481,BLACK TEA TOWEL CLASSIC DESIGN,2010-12,88,88.88,10,1.127
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-01,172,99.17999999999999,25,0.7736
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-02,36,25.08,2,0.835
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-03,20,25.0,6,1.25
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-04,15,18.75,3,1.25
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-05,25,31.25,2,1.25
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-06,52,61.22,7,1.1300000000000001
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-07,64,63.62,15,0.9979999999999999
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-08,60,75.0,9,1.25
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-09,44,55.0,8,1.25
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-10,58,76.13,15,1.40125
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-11,52,69.84,13,1.5292307692307692
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-12,139,58.35,13,0.5378571428571429
22482,BLUE TEA TOWEL CLASSIC DESIGN,2010-12,64,80.0,13,1.25
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-01,32,40.0,4,1.25
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-02,175,205.35000000000002,11,1.3427272727272728
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-03,23,28.75,6,1.25
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-04,27,33.75,6,1.25
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-05,124,136.76,6,1.2183333333333335
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-06,30,37.5,6,1.25
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-07,3,3.75,1,1.25
22483,RED GINGHAM TEDDY BEAR,2010-12,47,156.41000000000003,16,4.0600000000000005
22483,RED GINGHAM TEDDY BEAR,2011-01,173,452.75,13,2.9192307692307695
22483,RED GINGHAM TEDDY BEAR,2011-02,55,162.25,11,2.95
22483,RED GINGHAM TEDDY BEAR,2011-03,59,191.09000000000003,15,3.1393333333333335
22483,RED GINGHAM TEDDY BEAR,2011-04,26,82.38000000000001,6,3.896666666666667
22483,RED GINGHAM TEDDY BEAR,2011-05,17,64.35000000000001,10,4.37
22483,RED GINGHAM TEDDY BEAR,2011-06,48,137.68,11,3.43
22483,RED GINGHAM TEDDY BEAR,2011-07,19,61.730000000000004,9,3.5811111111111114
22483,RED GINGHAM TEDDY BEAR,2011-08,32,97.24000000000001,10,3.2340000000000004
22483,RED GINGHAM TEDDY BEAR,2011-09,20,67.52000000000001,9,3.8966666666666665
22483,RED GINGHAM TEDDY BEAR,2011-10,101,295.79,18,3.558888888888889
22483,RED GINGHAM TEDDY BEAR,2011-11,109,355.63000000000005,33,3.8106060606060606
22483,RED GINGHAM TEDDY BEAR,2011-12,64,178.12,8,3.965
22485,SET OF 2 WOODEN MARKET CRATES,2010-12,11,152.99,5,15.297999999999998
22485,SET OF 2 WOODEN MARKET CRATES,2011-01,20,341.0,10,20.128999999999998
22485,SET OF 2 WOODEN MARKET CRATES,2011-02,32,408.0,17,12.75
22485,SET OF 2 WOODEN MARKET CRATES,2011-03,46,769.65,24,16.31125
22485,SET OF 2 WOODEN MARKET CRATES,2011-04,30,467.97,19,15.963157894736844
22485,SET OF 2 WOODEN MARKET CRATES,2011-05,52,687.42,28,13.622142857142858
22485,SET OF 2 WOODEN MARKET CRATES,2011-06,104,1320.06,30,14.138
22485,SET OF 2 WOODEN MARKET CRATES,2011-07,43,543.87,14,14.365714285714287
22485,SET OF 2 WOODEN MARKET CRATES,2011-08,32,493.47,15,16.82
22485,SET OF 2 WOODEN MARKET CRATES,2011-09,56,683.01,15,13.324000000000002
22485,SET OF 2 WOODEN MARKET CRATES,2011-10,16,216.21,7,14.494285714285715
22485,SET OF 2 WOODEN MARKET CRATES,2011-11,58,818.4,21,16.06714285714286
22485,SET OF 2 WOODEN MARKET CRATES,2011-12,26,288.29999999999995,3,11.549999999999999
22486,PLASMATRONIC LAMP,2010-12,20,96.60000000000001,3,6.883333333333333
22486,PLASMATRONIC LAMP,2011-01,6,23.700000000000003,1,3.95
22486,PLASMATRONIC LAMP,2011-02,4,51.0,1,12.75
22486,PLASMATRONIC LAMP,2011-08,6,58.66,3,9.776666666666666
22486,PLASMATRONIC LAMP,2011-09,6,54.199999999999996,6,9.033333333333333
22486,PLASMATRONIC LAMP,2011-10,3,24.869999999999997,2,8.29
22486,PLASMATRONIC LAMP,2011-11,5,41.449999999999996,4,8.29
22486,PLASMATRONIC LAMP,2011-12,21,95.97,5,6.553999999999999
22487,WHITE WOOD GARDEN PLANT LADDER,2010-12,21,259.93,13,14.54076923076923
22487,WHITE WOOD GARDEN PLANT LADDER,2011-01,42,430.95,24,10.680833333333332
22487,WHITE WOOD GARDEN PLANT LADDER,2011-02,66,640.3299999999999,33,10.64030303030303
22487,WHITE WOOD GARDEN PLANT LADDER,2011-03,135,1293.11,57,10.573684210526315
22487,WHITE WOOD GARDEN PLANT LADDER,2011-04,52,525.8199999999999,36,10.425555555555555
22487,WHITE WOOD GARDEN PLANT LADDER,2011-05,93,869.9699999999999,43,10.044651162790696
22487,WHITE WOOD GARDEN PLANT LADDER,2011-06,69,707.5999999999999,41,11.029268292682927
22487,WHITE WOOD GARDEN PLANT LADDER,2011-07,53,608.46,28,12.602857142857143
22487,WHITE WOOD GARDEN PLANT LADDER,2011-08,51,550.11,30,11.521666666666667
22487,WHITE WOOD GARDEN PLANT LADDER,2011-09,58,573.92,37,10.373513513513513
22487,WHITE WOOD GARDEN PLANT LADDER,2011-10,63,602.06,35,10.070285714285713
22487,WHITE WOOD GARDEN PLANT LADDER,2011-11,65,689.41,42,11.038095238095238
22487,WHITE WOOD GARDEN PLANT LADDER,2011-12,16,157.60999999999999,10,10.661
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2010-12,82,152.39999999999998,19,2.37
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-01,187,320.09999999999997,24,1.9262499999999998
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-02,302,493.85999999999996,30,1.9016129032258062
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-03,301,498.7699999999999,34,1.9276470588235293
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-04,287,468.10999999999996,30,1.8553333333333333
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-05,348,597.88,40,2.1602439024390243
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-06,196,377.76,31,2.2783870967741935
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-07,239,424.34999999999997,33,2.3396969696969694
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-08,321,576.05,37,2.0824324324324324
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-09,228,398.4,38,1.9900000000000002
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-10,344,632.16,37,2.1213513513513513
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-11,323,561.31,50,1.9043999999999999
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-12,37,72.52999999999999,12,2.47
22489,PACK OF 12 TRADITIONAL CRAYONS,2010-12,578,251.35999999999999,33,0.5372727272727272
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-01,872,351.26,28,0.5496428571428571
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-02,286,125.42,17,0.5852941176470587
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-03,460,182.19,23,0.44916666666666666
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-04,818,311.06,21,0.5152380952380953
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-05,1260,521.35,30,0.5389999999999999
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-06,803,321.59,31,0.5635483870967741
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-07,880,372.71,43,0.5702325581395349
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-08,408,170.93,26,0.5396296296296297
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-09,939,405.01,49,0.5108163265306122
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-10,999,426.9,54,0.5164814814814814
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-11,999,451.5,67,0.5577941176470588
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-12,417,180.85,21,0.6123809523809524
22491,PACK OF 12 COLOURED PENCILS,2010-12,282,246.21999999999997,21,1.006190476190476
22491,PACK OF 12 COLOURED PENCILS,2011-01,433,330.60999999999996,17,0.8347058823529412
22491,PACK OF 12 COLOURED PENCILS,2011-02,78,67.08,10,0.9279999999999999
22491,PACK OF 12 COLOURED PENCILS,2011-03,236,181.88,12,0.84
22491,PACK OF 12 COLOURED PENCILS,2011-04,151,129.91,11,0.9918181818181818
22491,PACK OF 12 COLOURED PENCILS,2011-05,521,427.24999999999994,21,0.8809523809523809
22491,PACK OF 12 COLOURED PENCILS,2011-06,640,469.8999999999999,11,0.9090909090909091
22491,PACK OF 12 COLOURED PENCILS,2011-07,417,352.89,13,0.8999999999999999
22491,PACK OF 12 COLOURED PENCILS,2011-08,263,218.09,17,0.8861111111111111
22491,PACK OF 12 COLOURED PENCILS,2011-09,195,165.75,21,0.8499999999999999
